season,lg,type,number_tm,player,player_id
1998,NBA,All-Rookie,2nd,Bobby Jackson,jacksbo01
1998,NBA,All-Rookie,2nd,Maurice Taylor,tayloma01
1998,NBA,All-Rookie,2nd,Tim Thomas,thomati01
1997,NBA,All-Defense,1st,Michael Jordan,jordami01
1997,NBA,All-Defense,1st,Karl Malone,malonka01
1997,NBA,All-Defense,1st,Dikembe Mutombo,mutomdi01
1997,NBA,All-Defense,1st,Gary Payton,paytoga01
1997,NBA,All-Defense,1st,Scottie Pippen,pippesc01
1997,NBA,All-Defense,2nd,Mookie Blaylock,blaylmo01
1997,NBA,All-Defense,2nd,P.J. Brown,brownpj01
1997,NBA,All-Defense,2nd,Anthony Mason,masonan01
1997,NBA,All-Defense,2nd,Hakeem Olajuwon,olajuha01
1997,NBA,All-Defense,2nd,John Stockton,stockjo01
1997,NBA,All-NBA,1st,Hakeem Olajuwon,olajuha01
1997,NBA,All-NBA,1st,Grant Hill,hillgr01
1997,NBA,All-NBA,1st,Karl Malone,malonka01
1997,NBA,All-NBA,1st,Tim Hardaway,hardati01
1997,NBA,All-NBA,1st,Michael Jordan,jordami01
1997,NBA,All-NBA,2nd,Patrick Ewing,ewingpa01
1997,NBA,All-NBA,2nd,Scottie Pippen,pippesc01
1997,NBA,All-NBA,2nd,Glen Rice,ricegl01
1997,NBA,All-NBA,2nd,Gary Payton,paytoga01
1997,NBA,All-NBA,2nd,Mitch Richmond,richmmi01
1997,NBA,All-NBA,3rd,Shaquille O'Neal,onealsh01
1997,NBA,All-NBA,3rd,Vin Baker,bakervi01
1997,NBA,All-NBA,3rd,Anthony Mason,masonan01
1997,NBA,All-NBA,3rd,Anfernee Hardaway,hardaan01
1997,NBA,All-NBA,3rd,John Stockton,stockjo01
1997,NBA,All-Rookie,1st,Shareef Abdur-Rahim,abdursh01
1997,NBA,All-Rookie,1st,Marcus Camby,cambyma01
1997,NBA,All-Rookie,1st,Allen Iverson,iversal01
1997,NBA,All-Rookie,1st,Stephon Marbury,marbust01
1997,NBA,All-Rookie,1st,Antoine Walker,walkean02
1997,NBA,All-Rookie,2nd,Ray Allen,allenra02
1997,NBA,All-Rookie,2nd,Kobe Bryant,bryanko01
1997,NBA,All-Rookie,2nd,Kerry Kittles,kittlke01
1997,NBA,All-Rookie,2nd,Travis Knight,knightr01
1997,NBA,All-Rookie,2nd,Matt Maloney,malonma01
1996,NBA,All-Defense,1st,Michael Jordan,jordami01
1996,NBA,All-Defense,1st,Gary Payton,paytoga01
1996,NBA,All-Defense,1st,Scottie Pippen,pippesc01
1996,NBA,All-Defense,1st,David Robinson,robinda01
1996,NBA,All-Defense,1st,Dennis Rodman,rodmade01
1996,NBA,All-Defense,2nd,Mookie Blaylock,blaylmo01
1996,NBA,All-Defense,2nd,Horace Grant,grantho01
1996,NBA,All-Defense,2nd,Derrick McKey,mckeyde01
1996,NBA,All-Defense,2nd,Hakeem Olajuwon,olajuha01
1996,NBA,All-Defense,2nd,Bobby Phills,phillbo01
1996,NBA,All-NBA,1st,David Robinson,robinda01
1996,NBA,All-NBA,1st,Karl Malone,malonka01
1996,NBA,All-NBA,1st,Scottie Pippen,pippesc01
1996,NBA,All-NBA,1st,Anfernee Hardaway,hardaan01
1996,NBA,All-NBA,1st,Michael Jordan,jordami01
1996,NBA,All-NBA,2nd,Hakeem Olajuwon,olajuha01
1996,NBA,All-NBA,2nd,Grant Hill,hillgr01
1996,NBA,All-NBA,2nd,Shawn Kemp,kempsh01
1996,NBA,All-NBA,2nd,Gary Payton,paytoga01
1996,NBA,All-NBA,2nd,John Stockton,stockjo01
1996,NBA,All-NBA,3rd,Shaquille O'Neal,onealsh01
1996,NBA,All-NBA,3rd,Charles Barkley,barklch01
1996,NBA,All-NBA,3rd,Juwan Howard,howarju01
1996,NBA,All-NBA,3rd,Reggie Miller,millere01
1996,NBA,All-NBA,3rd,Mitch Richmond,richmmi01
1996,NBA,All-Rookie,1st,Antonio McDyess,mcdyean01
1996,NBA,All-Rookie,1st,Joe Smith,smithjo02
1996,NBA,All-Rookie,1st,Jerry Stackhouse,stackje01
1996,NBA,All-Rookie,1st,Damon Stoudamire,stoudda01
1996,NBA,All-Rookie,1st,Michael Finley,finlemi01
1996,NBA,All-Rookie,1st,Arvydas Sabonis,sabonar01
1996,NBA,All-Rookie,2nd,Brent Barry,barrybr01
1996,NBA,All-Rookie,2nd,Tyus Edney,edneyty01
1996,NBA,All-Rookie,2nd,Kevin Garnett,garneke01
1996,NBA,All-Rookie,2nd,Bryant Reeves,reevebr01
1996,NBA,All-Rookie,2nd,Rasheed Wallace,wallara01
1995,NBA,All-Defense,1st,Mookie Blaylock,blaylmo01
1995,NBA,All-Defense,1st,Gary Payton,paytoga01
1995,NBA,All-Defense,1st,Scottie Pippen,pippesc01
1995,NBA,All-Defense,1st,David Robinson,robinda01
1995,NBA,All-Defense,1st,Dennis Rodman,rodmade01
1995,NBA,All-Defense,2nd,Horace Grant,grantho01
1995,NBA,All-Defense,2nd,Derrick McKey,mckeyde01
1995,NBA,All-Defense,2nd,Nate McMillan,mcmilna01
1995,NBA,All-Defense,2nd,Dikembe Mutombo,mutomdi01
1995,NBA,All-Defense,2nd,John Stockton,stockjo01
1995,NBA,All-NBA,1st,David Robinson,robinda01
1995,NBA,All-NBA,1st,Karl Malone,malonka01
1995,NBA,All-NBA,1st,Scottie Pippen,pippesc01
1995,NBA,All-NBA,1st,Anfernee Hardaway,hardaan01
1995,NBA,All-NBA,1st,John Stockton,stockjo01
1995,NBA,All-NBA,2nd,Shaquille O'Neal,onealsh01
1995,NBA,All-NBA,2nd,Charles Barkley,barklch01
1995,NBA,All-NBA,2nd,Shawn Kemp,kempsh01
1995,NBA,All-NBA,2nd,Gary Payton,paytoga01
1995,NBA,All-NBA,2nd,Mitch Richmond,richmmi01
1995,NBA,All-NBA,3rd,Hakeem Olajuwon,olajuha01
1995,NBA,All-NBA,3rd,Dennis Rodman,rodmade01
1995,NBA,All-NBA,3rd,Detlef Schrempf,schrede01
1995,NBA,All-NBA,3rd,Clyde Drexler,drexlcl01
1995,NBA,All-NBA,3rd,Reggie Miller,millere01
1995,NBA,All-Rookie,1st,Brian Grant,grantbr01
1995,NBA,All-Rookie,1st,Grant Hill,hillgr01
1995,NBA,All-Rookie,1st,Eddie Jones,jonesed02
1995,NBA,All-Rookie,1st,Jason Kidd,kiddja01
1995,NBA,All-Rookie,1st,Glenn Robinson,robingl01
1995,NBA,All-Rookie,2nd,Juwan Howard,howarju01
1995,NBA,All-Rookie,2nd,Eric Montross,montrer01
1995,NBA,All-Rookie,2nd,Wesley Person,persowe01
1995,NBA,All-Rookie,2nd,Jalen Rose,roseja01
1995,NBA,All-Rookie,2nd,Donyell Marshall,marshdo01
1995,NBA,All-Rookie,2nd,Sharone Wright,wrighsh01
1994,NBA,All-Defense,1st,Mookie Blaylock,blaylmo01
1994,NBA,All-Defense,1st,Charles Oakley,oaklech01
1994,NBA,All-Defense,1st,Hakeem Olajuwon,olajuha01
1994,NBA,All-Defense,1st,Gary Payton,paytoga01
1994,NBA,All-Defense,1st,Scottie Pippen,pippesc01
1994,NBA,All-Defense,2nd,Horace Grant,grantho01
1994,NBA,All-Defense,2nd,Nate McMillan,mcmilna01
1994,NBA,All-Defense,2nd,David Robinson,robinda01
1994,NBA,All-Defense,2nd,Dennis Rodman,rodmade01
1994,NBA,All-Defense,2nd,Latrell Sprewell,sprewla01
1994,NBA,All-NBA,1st,Hakeem Olajuwon,olajuha01
1994,NBA,All-NBA,1st,Karl Malone,malonka01
1994,NBA,All-NBA,1st,Scottie Pippen,pippesc01
1994,NBA,All-NBA,1st,Latrell Sprewell,sprewla01
1994,NBA,All-NBA,1st,John Stockton,stockjo01
1994,NBA,All-NBA,2nd,David Robinson,robinda01
1994,NBA,All-NBA,2nd,Charles Barkley,barklch01
1994,NBA,All-NBA,2nd,Shawn Kemp,kempsh01
1994,NBA,All-NBA,2nd,Kevin Johnson,johnske02
1994,NBA,All-NBA,2nd,Mitch Richmond,richmmi01
1994,NBA,All-NBA,3rd,Shaquille O'Neal,onealsh01
1994,NBA,All-NBA,3rd,Derrick Coleman,colemde01
1994,NBA,All-NBA,3rd,Dominique Wilkins,wilkido01
1994,NBA,All-NBA,3rd,Gary Payton,paytoga01
1994,NBA,All-NBA,3rd,Mark Price,pricema01
1994,NBA,All-Rookie,1st,Vin Baker,bakervi01
1994,NBA,All-Rookie,1st,Anfernee Hardaway,hardaan01
1994,NBA,All-Rookie,1st,Jamal Mashburn,mashbja01
1994,NBA,All-Rookie,1st,Isaiah Rider,rideris01
1994,NBA,All-Rookie,1st,Chris Webber,webbech01
1994,NBA,All-Rookie,2nd,Shawn Bradley,bradlsh01
1994,NBA,All-Rookie,2nd,Lindsey Hunter,hunteli01
1994,NBA,All-Rookie,2nd,Toni Kukoč,kukocto01
1994,NBA,All-Rookie,2nd,Dino Radja,radjadi01
1994,NBA,All-Rookie,2nd,Nick Van Exel,vanexni01
1993,NBA,All-Defense,1st,Joe Dumars,dumarjo01
1993,NBA,All-Defense,1st,Michael Jordan,jordami01
1993,NBA,All-Defense,1st,Hakeem Olajuwon,olajuha01
1993,NBA,All-Defense,1st,Scottie Pippen,pippesc01
1993,NBA,All-Defense,1st,Dennis Rodman,rodmade01
1993,NBA,All-Defense,2nd,Horace Grant,grantho01
1993,NBA,All-Defense,2nd,Dan Majerle,majerda01
1993,NBA,All-Defense,2nd,Larry Nance,nancela01
1993,NBA,All-Defense,2nd,David Robinson,robinda01
1993,NBA,All-Defense,2nd,John Starks,starkjo01
1993,NBA,All-NBA,1st,Hakeem Olajuwon,olajuha01
1993,NBA,All-NBA,1st,Charles Barkley,barklch01
1993,NBA,All-NBA,1st,Karl Malone,malonka01
1993,NBA,All-NBA,1st,Michael Jordan,jordami01
1993,NBA,All-NBA,1st,Mark Price,pricema01
1993,NBA,All-NBA,2nd,Patrick Ewing,ewingpa01
1993,NBA,All-NBA,2nd,Larry Johnson,johnsla02
1993,NBA,All-NBA,2nd,Dominique Wilkins,wilkido01
1993,NBA,All-NBA,2nd,Joe Dumars,dumarjo01
1993,NBA,All-NBA,2nd,John Stockton,stockjo01
1993,NBA,All-NBA,3rd,David Robinson,robinda01
1993,NBA,All-NBA,3rd,Derrick Coleman,colemde01
1993,NBA,All-NBA,3rd,Scottie Pippen,pippesc01
1993,NBA,All-NBA,3rd,Tim Hardaway,hardati01
1993,NBA,All-NBA,3rd,Dražen Petrović,petrodr01
1993,NBA,All-Rookie,1st,LaPhonso Ellis,ellisla01
1993,NBA,All-Rookie,1st,Tom Gugliotta,guglito01
1993,NBA,All-Rookie,1st,Christian Laettner,laettch01
1993,NBA,All-Rookie,1st,Alonzo Mourning,mournal01
1993,NBA,All-Rookie,1st,Shaquille O'Neal,onealsh01
1993,NBA,All-Rookie,2nd,Richard Dumas,dumasri02
1993,NBA,All-Rookie,2nd,Robert Horry,horryro01
1993,NBA,All-Rookie,2nd,Latrell Sprewell,sprewla01
1993,NBA,All-Rookie,2nd,Clarence Weatherspoon,weathcl01
1993,NBA,All-Rookie,2nd,Walt Williams,williwa02
1992,NBA,All-Defense,1st,Joe Dumars,dumarjo01
1992,NBA,All-Defense,1st,Michael Jordan,jordami01
1992,NBA,All-Defense,1st,Scottie Pippen,pippesc01
1992,NBA,All-Defense,1st,David Robinson,robinda01
1992,NBA,All-Defense,1st,Dennis Rodman,rodmade01
1992,NBA,All-Defense,2nd,Patrick Ewing,ewingpa01
1992,NBA,All-Defense,2nd,Larry Nance,nancela01
1992,NBA,All-Defense,2nd,John Stockton,stockjo01
1992,NBA,All-Defense,2nd,Buck Williams,willibu01
1992,NBA,All-Defense,2nd,Micheal Williams,willimi02
1992,NBA,All-NBA,1st,David Robinson,robinda01
1992,NBA,All-NBA,1st,Karl Malone,malonka01
1992,NBA,All-NBA,1st,Chris Mullin,mullich01
1992,NBA,All-NBA,1st,Clyde Drexler,drexlcl01
1992,NBA,All-NBA,1st,Michael Jordan,jordami01
1992,NBA,All-NBA,2nd,Patrick Ewing,ewingpa01
1992,NBA,All-NBA,2nd,Charles Barkley,barklch01
1992,NBA,All-NBA,2nd,Scottie Pippen,pippesc01
1992,NBA,All-NBA,2nd,Tim Hardaway,hardati01
1992,NBA,All-NBA,2nd,John Stockton,stockjo01
1992,NBA,All-NBA,3rd,Brad Daugherty,daughbr01
1992,NBA,All-NBA,3rd,Dennis Rodman,rodmade01
1992,NBA,All-NBA,3rd,Kevin Willis,willike02
1992,NBA,All-NBA,3rd,Kevin Johnson,johnske02
1992,NBA,All-NBA,3rd,Mark Price,pricema01
1992,NBA,All-Rookie,1st,Stacey Augmon,augmost01
1992,NBA,All-Rookie,1st,Larry Johnson,johnsla02
1992,NBA,All-Rookie,1st,Dikembe Mutombo,mutomdi01
1992,NBA,All-Rookie,1st,Billy Owens,owensbi01
1992,NBA,All-Rookie,1st,Steve Smith,smithst01
1992,NBA,All-Rookie,2nd,Terrell Brandon,brandte01
1992,NBA,All-Rookie,2nd,Rick Fox,foxri01
1992,NBA,All-Rookie,2nd,Mark Macon,maconma01
1992,NBA,All-Rookie,2nd,Stanley Roberts,roberst01
1992,NBA,All-Rookie,2nd,Larry Stewart,stewala01
1991,NBA,All-Defense,1st,Michael Jordan,jordami01
1991,NBA,All-Defense,1st,Alvin Robertson,roberal01
1991,NBA,All-Defense,1st,David Robinson,robinda01
1991,NBA,All-Defense,1st,Dennis Rodman,rodmade01
1991,NBA,All-Defense,1st,Buck Williams,willibu01
1991,NBA,All-Defense,2nd,Joe Dumars,dumarjo01
1991,NBA,All-Defense,2nd,Dan Majerle,majerda01
1991,NBA,All-Defense,2nd,Hakeem Olajuwon,olajuha01
1991,NBA,All-Defense,2nd,Scottie Pippen,pippesc01
1991,NBA,All-Defense,2nd,John Stockton,stockjo01
1991,NBA,All-NBA,1st,David Robinson,robinda01
1991,NBA,All-NBA,1st,Charles Barkley,barklch01
1991,NBA,All-NBA,1st,Karl Malone,malonka01
1991,NBA,All-NBA,1st,Magic Johnson,johnsma02
1991,NBA,All-NBA,1st,Michael Jordan,jordami01
1991,NBA,All-NBA,2nd,Patrick Ewing,ewingpa01
1991,NBA,All-NBA,2nd,Chris Mullin,mullich01
1991,NBA,All-NBA,2nd,Dominique Wilkins,wilkido01
1991,NBA,All-NBA,2nd,Clyde Drexler,drexlcl01
1991,NBA,All-NBA,2nd,Kevin Johnson,johnske02
1991,NBA,All-NBA,3rd,Hakeem Olajuwon,olajuha01
1991,NBA,All-NBA,3rd,Bernard King,kingbe01
1991,NBA,All-NBA,3rd,James Worthy,worthja01
1991,NBA,All-NBA,3rd,Joe Dumars,dumarjo01
1991,NBA,All-NBA,3rd,John Stockton,stockjo01
1991,NBA,All-Rookie,1st,Dee Brown,brownde01
1991,NBA,All-Rookie,1st,Derrick Coleman,colemde01
1991,NBA,All-Rookie,1st,Kendall Gill,gillke01
1991,NBA,All-Rookie,1st,Dennis Scott,scottde01
1991,NBA,All-Rookie,1st,Lionel Simmons,simmoli01
1991,NBA,All-Rookie,2nd,Mahmoud Abdul-Rauf,abdulma02
1991,NBA,All-Rookie,2nd,Willie Burton,burtowi01
1991,NBA,All-Rookie,2nd,Travis Mays,maystr01
1991,NBA,All-Rookie,2nd,Gary Payton,paytoga01
1991,NBA,All-Rookie,2nd,Felton Spencer,spencfe01
1990,NBA,All-Defense,1st,Joe Dumars,dumarjo01
1990,NBA,All-Defense,1st,Michael Jordan,jordami01
1990,NBA,All-Defense,1st,Hakeem Olajuwon,olajuha01
1990,NBA,All-Defense,1st,Dennis Rodman,rodmade01
1990,NBA,All-Defense,1st,Buck Williams,willibu01
1990,NBA,All-Defense,2nd,Derek Harper,harpede01
1990,NBA,All-Defense,2nd,Rick Mahorn,mahorri01
1990,NBA,All-Defense,2nd,Kevin McHale,mchalke01
1990,NBA,All-Defense,2nd,Alvin Robertson,roberal01
1990,NBA,All-Defense,2nd,David Robinson,robinda01
1990,NBA,All-NBA,1st,Patrick Ewing,ewingpa01
1990,NBA,All-NBA,1st,Charles Barkley,barklch01
1990,NBA,All-NBA,1st,Karl Malone,malonka01
1990,NBA,All-NBA,1st,Magic Johnson,johnsma02
1990,NBA,All-NBA,1st,Michael Jordan,jordami01
1990,NBA,All-NBA,2nd,Hakeem Olajuwon,olajuha01
1990,NBA,All-NBA,2nd,Larry Bird,birdla01
1990,NBA,All-NBA,2nd,Tom Chambers,chambto01
1990,NBA,All-NBA,2nd,Kevin Johnson,johnske02
1990,NBA,All-NBA,2nd,John Stockton,stockjo01
1990,NBA,All-NBA,3rd,David Robinson,robinda01
1990,NBA,All-NBA,3rd,Chris Mullin,mullich01
1990,NBA,All-NBA,3rd,James Worthy,worthja01
1990,NBA,All-NBA,3rd,Clyde Drexler,drexlcl01
1990,NBA,All-NBA,3rd,Joe Dumars,dumarjo01
1990,NBA,All-Rookie,1st,Vlade Divac,divacvl01
1990,NBA,All-Rookie,1st,Sherman Douglas,douglsh01
1990,NBA,All-Rookie,1st,Tim Hardaway,hardati01
1990,NBA,All-Rookie,1st,Pooh Richardson,richapo01
1990,NBA,All-Rookie,1st,David Robinson,robinda01
1990,NBA,All-Rookie,2nd,Blue Edwards,edwarbl01
1990,NBA,All-Rookie,2nd,Sean Elliott,elliose01
1990,NBA,All-Rookie,2nd,Stacey King,kingst01
1990,NBA,All-Rookie,2nd,J.R. Reid,reidjr01
1990,NBA,All-Rookie,2nd,Glen Rice,ricegl01
1989,NBA,All-Defense,1st,Joe Dumars,dumarjo01
1989,NBA,All-Defense,1st,Mark Eaton,eatonma01
1989,NBA,All-Defense,1st,Michael Jordan,jordami01
1989,NBA,All-Defense,1st,Larry Nance,nancela01
1989,NBA,All-Defense,1st,Dennis Rodman,rodmade01
1989,NBA,All-Defense,2nd,Patrick Ewing,ewingpa01
1989,NBA,All-Defense,2nd,A.C. Green,greenac01
1989,NBA,All-Defense,2nd,Kevin McHale,mchalke01
1989,NBA,All-Defense,2nd,Alvin Robertson,roberal01
1989,NBA,All-Defense,2nd,John Stockton,stockjo01
1989,NBA,All-NBA,1st,Hakeem Olajuwon,olajuha01
1989,NBA,All-NBA,1st,Charles Barkley,barklch01
1989,NBA,All-NBA,1st,Karl Malone,malonka01
1989,NBA,All-NBA,1st,Magic Johnson,johnsma02
1989,NBA,All-NBA,1st,Michael Jordan,jordami01
1989,NBA,All-NBA,2nd,Patrick Ewing,ewingpa01
1989,NBA,All-NBA,2nd,Tom Chambers,chambto01
1989,NBA,All-NBA,2nd,Chris Mullin,mullich01
1989,NBA,All-NBA,2nd,Kevin Johnson,johnske02
1989,NBA,All-NBA,2nd,John Stockton,stockjo01
1989,NBA,All-NBA,3rd,Robert Parish,parisro01
1989,NBA,All-NBA,3rd,Terry Cummings,cummite01
1989,NBA,All-NBA,3rd,Dominique Wilkins,wilkido01
1989,NBA,All-NBA,3rd,Dale Ellis,ellisda01
1989,NBA,All-NBA,3rd,Mark Price,pricema01
1989,NBA,All-Rookie,1st,Willie Anderson,anderwi01
1989,NBA,All-Rookie,1st,Hersey Hawkins,hawkihe01
1989,NBA,All-Rookie,1st,Mitch Richmond,richmmi01
1989,NBA,All-Rookie,1st,Charles Smith,smithch01
1989,NBA,All-Rookie,1st,Rik Smits,smitsri01
1988,NBA,All-Defense,1st,Michael Cooper,coopemi01
1988,NBA,All-Defense,1st,Michael Jordan,jordami01
1988,NBA,All-Defense,1st,Rodney McCray,mccraro01
1988,NBA,All-Defense,1st,Kevin McHale,mchalke01
1988,NBA,All-Defense,1st,Hakeem Olajuwon,olajuha01
1988,NBA,All-Defense,2nd,Fat Lever,leverfa01
1988,NBA,All-Defense,2nd,Karl Malone,malonka01
1988,NBA,All-Defense,2nd,Alvin Robertson,roberal01
1988,NBA,All-Defense,2nd,Buck Williams,willibu01
1988,NBA,All-Defense,2nd,Mark Eaton,eatonma01
1988,NBA,All-Defense,2nd,Patrick Ewing,ewingpa01
1988,NBA,All-NBA,1st,Hakeem Olajuwon,olajuha01
1988,NBA,All-NBA,1st,Charles Barkley,barklch01
1988,NBA,All-NBA,1st,Larry Bird,birdla01
1988,NBA,All-NBA,1st,Magic Johnson,johnsma02
1988,NBA,All-NBA,1st,Michael Jordan,jordami01
1988,NBA,All-NBA,2nd,Patrick Ewing,ewingpa01
1988,NBA,All-NBA,2nd,Karl Malone,malonka01
1988,NBA,All-NBA,2nd,Dominique Wilkins,wilkido01
1988,NBA,All-NBA,2nd,Clyde Drexler,drexlcl01
1988,NBA,All-NBA,2nd,John Stockton,stockjo01
1988,NBA,All-Rookie,1st,Greg Anderson,andergr01
1988,NBA,All-Rookie,1st,Armen Gilliam,gilliar01
1988,NBA,All-Rookie,1st,Mark Jackson,jacksma01
1988,NBA,All-Rookie,1st,Derrick McKey,mckeyde01
1988,NBA,All-Rookie,1st,Kenny Smith,smithke01
1987,NBA,All-Defense,1st,Michael Cooper,coopemi01
1987,NBA,All-Defense,1st,Dennis Johnson,johnsde01
1987,NBA,All-Defense,1st,Kevin McHale,mchalke01
1987,NBA,All-Defense,1st,Hakeem Olajuwon,olajuha01
1987,NBA,All-Defense,1st,Alvin Robertson,roberal01
1987,NBA,All-Defense,2nd,Maurice Cheeks,cheekma01
1987,NBA,All-Defense,2nd,Mark Eaton,eatonma01
1987,NBA,All-Defense,2nd,Derek Harper,harpede01
1987,NBA,All-Defense,2nd,Rodney McCray,mccraro01
1987,NBA,All-Defense,2nd,Paul Pressey,presspa01
1987,NBA,All-NBA,1st,Hakeem Olajuwon,olajuha01
1987,NBA,All-NBA,1st,Larry Bird,birdla01
1987,NBA,All-NBA,1st,Kevin McHale,mchalke01
1987,NBA,All-NBA,1st,Magic Johnson,johnsma02
1987,NBA,All-NBA,1st,Michael Jordan,jordami01
1987,NBA,All-NBA,2nd,Moses Malone,malonmo01
1987,NBA,All-NBA,2nd,Charles Barkley,barklch01
1987,NBA,All-NBA,2nd,Dominique Wilkins,wilkido01
1987,NBA,All-NBA,2nd,Fat Lever,leverfa01
1987,NBA,All-NBA,2nd,Isiah Thomas,thomais01
1987,NBA,All-Rookie,1st,Brad Daugherty,daughbr01
1987,NBA,All-Rookie,1st,Ron Harper,harpero01
1987,NBA,All-Rookie,1st,Chuck Person,persoch01
1987,NBA,All-Rookie,1st,Roy Tarpley,tarplro01
1987,NBA,All-Rookie,1st,Hot Rod Williams,williho01
1986,NBA,All-Defense,1st,Maurice Cheeks,cheekma01
1986,NBA,All-Defense,1st,Mark Eaton,eatonma01
1986,NBA,All-Defense,1st,Kevin McHale,mchalke01
1986,NBA,All-Defense,1st,Sidney Moncrief,moncrsi01
1986,NBA,All-Defense,1st,Paul Pressey,presspa01
1986,NBA,All-Defense,2nd,Manute Bol,bolma01
1986,NBA,All-Defense,2nd,Michael Cooper,coopemi01
1986,NBA,All-Defense,2nd,Bill Hanzlik,hanzlbi01
1986,NBA,All-Defense,2nd,Dennis Johnson,johnsde01
1986,NBA,All-Defense,2nd,Alvin Robertson,roberal01
1986,NBA,All-NBA,1st,Kareem Abdul-Jabbar,abdulka01
1986,NBA,All-NBA,1st,Larry Bird,birdla01
1986,NBA,All-NBA,1st,Dominique Wilkins,wilkido01
1986,NBA,All-NBA,1st,Magic Johnson,johnsma02
1986,NBA,All-NBA,1st,Isiah Thomas,thomais01
1986,NBA,All-NBA,2nd,Hakeem Olajuwon,olajuha01
1986,NBA,All-NBA,2nd,Charles Barkley,barklch01
1986,NBA,All-NBA,2nd,Alex English,englial01
1986,NBA,All-NBA,2nd,Sidney Moncrief,moncrsi01
1986,NBA,All-NBA,2nd,Alvin Robertson,roberal01
1986,NBA,All-Rookie,1st,Joe Dumars,dumarjo01
1986,NBA,All-Rookie,1st,Patrick Ewing,ewingpa01
1986,NBA,All-Rookie,1st,Karl Malone,malonka01
1986,NBA,All-Rookie,1st,Xavier McDaniel,mcdanxa01
1986,NBA,All-Rookie,1st,Charles Oakley,oaklech01
1985,NBA,All-Defense,1st,Maurice Cheeks,cheekma01
1985,NBA,All-Defense,1st,Michael Cooper,coopemi01
1985,NBA,All-Defense,1st,Mark Eaton,eatonma01
1985,NBA,All-Defense,1st,Sidney Moncrief,moncrsi01
1985,NBA,All-Defense,1st,Paul Pressey,presspa01
1985,NBA,All-Defense,2nd,T.R. Dunn,dunntr01
1985,NBA,All-Defense,2nd,Dennis Johnson,johnsde01
1985,NBA,All-Defense,2nd,Bobby Jones,jonesbo01
1985,NBA,All-Defense,2nd,Hakeem Olajuwon,olajuha01
1985,NBA,All-Defense,2nd,Danny Vranes,vraneda01
1985,NBA,All-NBA,1st,Moses Malone,malonmo01
1985,NBA,All-NBA,1st,Larry Bird,birdla01
1985,NBA,All-NBA,1st,Bernard King,kingbe01
1985,NBA,All-NBA,1st,Magic Johnson,johnsma02
1985,NBA,All-NBA,1st,Isiah Thomas,thomais01
1985,NBA,All-NBA,2nd,Kareem Abdul-Jabbar,abdulka01
1985,NBA,All-NBA,2nd,Terry Cummings,cummite01
1985,NBA,All-NBA,2nd,Ralph Sampson,sampsra01
1985,NBA,All-NBA,2nd,Michael Jordan,jordami01
1985,NBA,All-NBA,2nd,Sidney Moncrief,moncrsi01
1985,NBA,All-Rookie,1st,Charles Barkley,barklch01
1985,NBA,All-Rookie,1st,Sam Bowie,bowiesa01
1985,NBA,All-Rookie,1st,Michael Jordan,jordami01
1985,NBA,All-Rookie,1st,Hakeem Olajuwon,olajuha01
1985,NBA,All-Rookie,1st,Sam Perkins,perkisa01
1984,NBA,All-Defense,1st,Maurice Cheeks,cheekma01
1984,NBA,All-Defense,1st,Michael Cooper,coopemi01
1984,NBA,All-Defense,1st,Bobby Jones,jonesbo01
1984,NBA,All-Defense,1st,Sidney Moncrief,moncrsi01
1984,NBA,All-Defense,1st,Tree Rollins,rollitr01
1984,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,abdulka01
1984,NBA,All-Defense,2nd,Larry Bird,birdla01
1984,NBA,All-Defense,2nd,T.R. Dunn,dunntr01
1984,NBA,All-Defense,2nd,Dennis Johnson,johnsde01
1984,NBA,All-Defense,2nd,Dan Roundfield,roundda01
1984,NBA,All-NBA,1st,Kareem Abdul-Jabbar,abdulka01
1984,NBA,All-NBA,1st,Larry Bird,birdla01
1984,NBA,All-NBA,1st,Bernard King,kingbe01
1984,NBA,All-NBA,1st,Magic Johnson,johnsma02
1984,NBA,All-NBA,1st,Isiah Thomas,thomais01
1984,NBA,All-NBA,2nd,Moses Malone,malonmo01
1984,NBA,All-NBA,2nd,Adrian Dantley,dantlad01
1984,NBA,All-NBA,2nd,Julius Erving,ervinju01
1984,NBA,All-NBA,2nd,Sidney Moncrief,moncrsi01
1984,NBA,All-NBA,2nd,Jim Paxson,paxsoji02
1984,NBA,All-Rookie,1st,Jeff Malone,malonje01
1984,NBA,All-Rookie,1st,Ralph Sampson,sampsra01
1984,NBA,All-Rookie,1st,Byron Scott,scottby01
1984,NBA,All-Rookie,1st,Steve Stipanovich,stipast01
1984,NBA,All-Rookie,1st,Thurl Bailey,baileth01
1984,NBA,All-Rookie,1st,Darrell Walker,walkeda01
1983,NBA,All-Defense,1st,Bobby Jones,jonesbo01
1983,NBA,All-Defense,1st,Moses Malone,malonmo01
1983,NBA,All-Defense,1st,Sidney Moncrief,moncrsi01
1983,NBA,All-Defense,1st,Dan Roundfield,roundda01
1983,NBA,All-Defense,1st,Maurice Cheeks,cheekma01
1983,NBA,All-Defense,1st,Dennis Johnson,johnsde01
1983,NBA,All-Defense,2nd,Larry Bird,birdla01
1983,NBA,All-Defense,2nd,Michael Cooper,coopemi01
1983,NBA,All-Defense,2nd,T.R. Dunn,dunntr01
1983,NBA,All-Defense,2nd,Kevin McHale,mchalke01
