season,lg,player,player_id,age
2010,nba,Danny Granger,grangda01,26
2010,nba,Tony Parker,parketo01,27
2010,nba,David West,westda01,29
2010,nba,Mo Williams,willima01,27
2010,nba,Stephen Curry,curryst01,21
2010,nba,Tyreke Evans,evansty01,20
2010,nba,Brandon Jennings,jennibr01,20
2010,nba,Darren Collison,collida01,22
2010,nba,Taj Gibson,gibsota01,24
2010,nba,Marcus Thornton,thornma01,22
2010,nba,DeJuan Blair,blairde01,20
2010,nba,Jonny Flynn,flynnjo01,20
2010,nba,James Harden,hardeja01,20
2010,nba,Jonas Jerebko,jerebjo01,22
2010,nba,Wesley Matthews,matthwe02,23
2010,nba,Omri Casspi,casspom01,21
2010,nba,Chase Budinger,budinch01,21
2010,nba,Jrue Holiday,holidjr01,19
2010,nba,Ty Lawson,lawsoty01,22
2010,nba,Toney Douglas,douglto01,23
2010,nba,Rodrigue Beaubois,beaubro01,21
2010,nba,DeMar DeRozan,derozde01,20
2010,nba,Sam Young,youngsa01,24
2009,nba,Dwight Howard,howardw01,23
2009,nba,Kobe Bryant,bryanko01,30
2009,nba,LeBron James,jamesle01,24
2009,nba,Chris Paul,paulch01,23
2009,nba,Kevin Garnett,garneke01,32
2009,nba,Tim Duncan,duncati01,32
2009,nba,Dwyane Wade,wadedw01,27
2009,nba,Rajon Rondo,rondora01,22
2009,nba,Shane Battier,battish01,30
2009,nba,Metta World Peace,artesro01,29
2009,nba,Tayshaun Prince,princta01,28
2009,nba,Raja Bell,bellra01,32
2009,nba,Joel Przybilla,przybjo01,29
2009,nba,Chauncey Billups,billuch01,32
2009,nba,Ronnie Brewer,brewero02,23
2009,nba,Andre Iguodala,iguodan01,25
2009,nba,Yao Ming,mingya01,28
2009,nba,Emeka Okafor,okafoem01,26
2009,nba,Deron Williams,willide01,24
2009,nba,Kendrick Perkins,perkike01,24
2009,nba,Samuel Dalembert,dalemsa01,27
2009,nba,Derek Fisher,fishede01,34
2009,nba,Udonis Haslem,hasleud01,28
2009,nba,Jason Kidd,kiddja01,35
2009,nba,Anderson Varejão,varejan01,26
2009,nba,Trevor Ariza,arizatr01,23
2009,nba,Kirk Hinrich,hinriki01,28
2009,nba,Joe Johnson,johnsjo02,27
2009,nba,Andrei Kirilenko,kirilan01,27
2009,nba,David Lee,leeda02,25
2009,nba,James Posey,poseyja01,32
2009,nba,J.R. Smith,smithjr01,23
2009,nba,Gerald Wallace,wallage01,26
2009,nba,Chris Andersen,anderch01,30
2009,nba,Pau Gasol,gasolpa01,28
2009,nba,Nenê,hilarne01,26
2009,nba,Antonio McDyess,mcdyean01,34
2009,nba,Andre Miller,millean02,32
2009,nba,Travis Outlaw,outlatr01,24
2009,nba,Brandon Roy,roybr01,24
2009,nba,Rasheed Wallace,wallara01,34
2009,nba,Dirk Nowitzki,nowitdi01,30
2009,nba,Paul Pierce,piercpa01,31
2009,nba,Tony Parker,parketo01,26
2009,nba,Carmelo Anthony,anthoca01,24
2009,nba,Shaquille O'Neal,onealsh01,36
2009,nba,Chris Bosh,boshch01,24
2009,nba,Kevin Durant,duranke01,20
2009,nba,Danny Granger,grangda01,25
2009,nba,David West,westda01,28
2009,nba,Mo Williams,willima01,26
2009,nba,Al Jefferson,jeffeal01,24
2009,nba,Antawn Jamison,jamisan01,32
2009,nba,Steve Nash,nashst01,34
2009,nba,Ray Allen,allenra02,33
2009,nba,Devin Harris,harride01,25
2009,nba,LaMarcus Aldridge,aldrila01,23
2009,nba,Carlos Boozer,boozeca01,27
2009,nba,Caron Butler,butleca01,28
2009,nba,Vince Carter,cartevi01,32
2009,nba,Paul Millsap,millspa01,23
2009,nba,Jermaine O'Neal,onealje01,30
2009,nba,Derrick Rose,rosede01,20
2009,nba,Hedo Türkoğlu,turkohe01,29
2009,nba,O.J. Mayo,mayooj01,21
2009,nba,Russell Westbrook,westbru01,20
2009,nba,Brook Lopez,lopezbr01,20
2009,nba,Michael Beasley,beaslmi01,20
2009,nba,Eric Gordon,gordoer01,20
2009,nba,Kevin Love,loveke01,20
2009,nba,Mario Chalmers,chalmma01,22
2009,nba,Marc Gasol,gasolma01,24
2009,nba,D.J. Augustin,augusdj01,21
2009,nba,Rudy Fernández,fernaru01,23
2009,nba,Courtney Lee,leeco01,23
2009,nba,Jason Thompson,thompja02,22
2009,nba,Greg Oden,odengr01,21
2009,nba,Marreese Speights,speigma01,21
2009,nba,Robin Lopez,lopezro01,20
2008,nba,Kobe Bryant,bryanko01,29
2008,nba,Kevin Garnett,garneke01,31
2008,nba,Marcus Camby,cambyma01,33
2008,nba,Bruce Bowen,bowenbr01,36
2008,nba,Tim Duncan,duncati01,31
2008,nba,Shane Battier,battish01,29
2008,nba,Chris Paul,paulch01,22
2008,nba,Dwight Howard,howardw01,22
2008,nba,Tayshaun Prince,princta01,27
2008,nba,Raja Bell,bellra01,31
2008,nba,Chauncey Billups,billuch01,31
2008,nba,Jason Kidd,kiddja01,34
2008,nba,Rasheed Wallace,wallara01,33
2008,nba,Rajon Rondo,rondora01,21
2008,nba,Tyson Chandler,chandty01,25
2008,nba,Josh Smith,smithjo03,22
2008,nba,Deron Williams,willide01,23
2008,nba,Metta World Peace,artesro01,28
2008,nba,Andrei Kirilenko,kirilan01,26
2008,nba,Derek Fisher,fishede01,33
2008,nba,Manu Ginóbili,ginobma01,30
2008,nba,LeBron James,jamesle01,23
2008,nba,Samuel Dalembert,dalemsa01,26
2008,nba,Kirk Hinrich,hinriki01,27
2008,nba,Andre Iguodala,iguodan01,24
2008,nba,Paul Pierce,piercpa01,30
2008,nba,Brandon Roy,roybr01,23
2008,nba,Chris Bosh,boshch01,23
2008,nba,Ronnie Brewer,brewero02,22
2008,nba,Caron Butler,butleca01,27
2008,nba,Baron Davis,davisba01,28
2008,nba,Richard Hamilton,hamilri01,29
2008,nba,Josh Howard,howarjo01,27
2008,nba,Andre Miller,millean02,31
2008,nba,Dikembe Mutombo,mutomdi01,41
2008,nba,Andrés Nocioni,nocioan01,28
2008,nba,Amar'e Stoudemire,stoudam01,25
2008,nba,Steve Nash,nashst01,33
2008,nba,Dirk Nowitzki,nowitdi01,29
2008,nba,Carlos Boozer,boozeca01,26
2008,nba,Tracy McGrady,mcgratr01,28
2008,nba,Yao Ming,mingya01,27
2008,nba,Allen Iverson,iversal01,32
2008,nba,Carmelo Anthony,anthoca01,23
2008,nba,David West,westda01,27
2008,nba,Antawn Jamison,jamisan01,31
2008,nba,Al Jefferson,jeffeal01,23
2008,nba,Joe Johnson,johnsjo02,26
2008,nba,Pau Gasol,gasolpa01,27
2008,nba,Shaquille O'Neal,onealsh01,35
2008,nba,Ray Allen,allenra02,32
2008,nba,Kevin Martin,martike02,24
2008,nba,Hedo Türkoğlu,turkohe01,28
2008,nba,Tony Parker,parketo01,25
2008,nba,Michael Redd,reddmi01,28
2008,nba,Al Horford,horfoal01,21
2008,nba,Kevin Durant,duranke01,19
2008,nba,Luis Scola,scolalu01,27
2008,nba,Al Thornton,thornal01,24
2008,nba,Jeff Green,greenje02,21
2008,nba,Jamario Moon,moonja01,27
2008,nba,Juan Carlos Navarro,navarju01,27
2008,nba,Thaddeus Young,youngth01,19
2008,nba,Rodney Stuckey,stuckro01,21
2008,nba,Carl Landry,landrca01,24
2008,nba,Joakim Noah,noahjo01,22
2008,nba,Yi Jianlian,jianlyi01,20
2008,nba,Nick Young,youngni01,22
2008,nba,Mike Conley,conlemi01,20
2008,nba,Corey Brewer,breweco01,21
2008,nba,Glen Davis,davisgl01,22
2008,nba,Sean Williams,willise01,21
2008,nba,Jared Dudley,dudleja01,22
2008,nba,Julian Wright,wrighju01,20
2008,nba,Aaron Brooks,brookaa01,23
2008,nba,Wilson Chandler,chandwi01,20
2008,nba,Daequan Cook,cookda02,20
2008,nba,Acie Law,lawac01,23
2007,nba,Bruce Bowen,bowenbr01,35
2007,nba,Tim Duncan,duncati01,30
2007,nba,Marcus Camby,cambyma01,32
2007,nba,Kobe Bryant,bryanko01,28
2007,nba,Raja Bell,bellra01,30
2007,nba,Ben Wallace,wallabe01,32
2007,nba,Jason Kidd,kiddja01,33
2007,nba,Tayshaun Prince,princta01,26
2007,nba,Kevin Garnett,garneke01,30
2007,nba,Kirk Hinrich,hinriki01,26
2007,nba,Shane Battier,battish01,28
2007,nba,Shawn Marion,mariosh01,28
2007,nba,Chauncey Billups,billuch01,30
2007,nba,Metta World Peace,artesro01,27
2007,nba,Gerald Wallace,wallage01,24
2007,nba,Alonzo Mourning,mournal01,36
2007,nba,Tyson Chandler,chandty01,24
2007,nba,Devin Harris,harride01,23
2007,nba,Josh Howard,howarjo01,26
2007,nba,Emeka Okafor,okafoem01,24
2007,nba,Luol Deng,denglu01,21
2007,nba,Dwight Howard,howardw01,21
2007,nba,Andrei Kirilenko,kirilan01,25
2007,nba,Rasheed Wallace,wallara01,32
2007,nba,Manu Ginóbili,ginobma01,29
2007,nba,Josh Smith,smithjo03,21
2007,nba,Richard Hamilton,hamilri01,28
2007,nba,Andre Iguodala,iguodan01,23
2007,nba,Jermaine O'Neal,onealje01,28
2007,nba,Deron Williams,willide01,22
2007,nba,Elton Brand,brandel01,27
2007,nba,Caron Butler,butleca01,26
2007,nba,Trenton Hassell,hassetr01,27
2007,nba,Tony Parker,parketo01,24
2007,nba,Dwyane Wade,wadedw01,25
2007,nba,Gilbert Arenas,arenagi01,25
2007,nba,Chris Bosh,boshch01,22
2007,nba,Chris Duhon,duhonch01,24
2007,nba,Francisco Elson,elsonfr01,30
2007,nba,Udonis Haslem,hasleud01,26
2007,nba,Allen Iverson,iversal01,31
2007,nba,Richard Jefferson,jefferi01,26
2007,nba,Andre Miller,millean02,30
2007,nba,Chris Paul,paulch01,21
2007,nba,Joel Przybilla,przybjo01,27
2007,nba,Steve Nash,nashst01,32
2007,nba,Dirk Nowitzki,nowitdi01,28
2007,nba,Amar'e Stoudemire,stoudam01,24
2007,nba,LeBron James,jamesle01,22
2007,nba,Yao Ming,mingya01,26
2007,nba,Tracy McGrady,mcgratr01,27
2007,nba,Carmelo Anthony,anthoca01,22
2007,nba,Carlos Boozer,boozeca01,25
2007,nba,Shaquille O'Neal,onealsh01,34
2007,nba,Vince Carter,cartevi01,30
2007,nba,Mehmet Okur,okurme01,27
2007,nba,Baron Davis,davisba01,27
2007,nba,Michael Redd,reddmi01,27
2007,nba,Ray Allen,allenra02,31
2007,nba,Ben Gordon,gordobe01,23
2007,nba,Joe Johnson,johnsjo02,25
2007,nba,Eddy Curry,curryed01,24
2007,nba,Paul Pierce,piercpa01,29
2007,nba,Jason Terry,terryja01,29
2007,nba,Pau Gasol,gasolpa01,26
2007,nba,Chris Webber,webbech01,33
2007,nba,Brandon Roy,roybr01,22
2007,nba,Andrea Bargnani,bargnan01,21
2007,nba,Randy Foye,foyera01,23
2007,nba,Rudy Gay,gayru01,20
2007,nba,LaMarcus Aldridge,aldrila01,21
2007,nba,Jorge Garbajosa,garbajo01,29
2007,nba,Paul Millsap,millspa01,21
2007,nba,Adam Morrison,morriad01,22
2007,nba,Tyrus Thomas,thomaty01,20
2007,nba,Craig Smith,smithcr01,23
2007,nba,Walter Herrmann,herrmwa01,27
2007,nba,Rajon Rondo,rondora01,20
2007,nba,Marcus Williams,willima03,21
2007,nba,Tarence Kinsey,kinseta01,22
2007,nba,Rodney Carney,carnero01,22
2007,nba,Renaldo Balkman,balkmre01,22
2007,nba,Shelden Williams,willish02,23
2007,nba,Josh Boone,boonejo01,22
2007,nba,Jordan Farmar,farmajo01,20
2007,nba,Daniel Gibson,gibsoda01,20
2007,nba,Allan Ray,rayal01,22
2007,nba,Sergio Rodríguez,rodrise01,20
2007,nba,Thabo Sefolosha,sefolth01,22
2006,nba,Bruce Bowen,bowenbr01,34
2006,nba,Ben Wallace,wallabe01,31
2006,nba,Andrei Kirilenko,kirilan01,24
2006,nba,Metta World Peace,artesro01,26
2006,nba,Kobe Bryant,bryanko01,27
2006,nba,Jason Kidd,kiddja01,32
2006,nba,Chauncey Billups,billuch01,29
2006,nba,Tim Duncan,duncati01,29
2006,nba,Kevin Garnett,garneke01,29
2006,nba,Marcus Camby,cambyma01,31
2006,nba,Tayshaun Prince,princta01,25
2006,nba,Rasheed Wallace,wallara01,31
2006,nba,Shawn Marion,mariosh01,27
2006,nba,Gerald Wallace,wallage01,23
2006,nba,Raja Bell,bellra01,29
2006,nba,Dwyane Wade,wadedw01,24
2006,nba,Kirk Hinrich,hinriki01,25
2006,nba,Alonzo Mourning,mournal01,35
2006,nba,Shane Battier,battish01,27
2006,nba,Gilbert Arenas,arenagi01,24
2006,nba,Andre Iguodala,iguodan01,22
2006,nba,P.J. Brown,brownpj01,36
2006,nba,Manu Ginóbili,ginobma01,28
2006,nba,Dwight Howard,howardw01,20
2006,nba,Josh Howard,howarjo01,25
2006,nba,LeBron James,jamesle01,21
2006,nba,Brevin Knight,knighbr01,30
2006,nba,Shaquille O'Neal,onealsh01,33
2006,nba,Tony Parker,parketo01,23
2006,nba,Quinton Ross,rossqu01,24
2006,nba,Elton Brand,brandel01,26
2006,nba,Allen Iverson,iversal01,30
2006,nba,Eddie Jones,jonesed02,34
2006,nba,Jason Collins,collija04,27
2006,nba,Boris Diaw,diawbo01,23
2006,nba,Pau Gasol,gasolpa01,25
2006,nba,Trenton Hassell,hassetr01,26
2006,nba,Mike James,jamesmi01,30
2006,nba,Richard Jefferson,jefferi01,25
2006,nba,Yao Ming,mingya01,25
2006,nba,Ruben Patterson,patteru01,30
2006,nba,Chris Paul,paulch01,20
2006,nba,Jason Terry,terryja01,28
2006,nba,Dirk Nowitzki,nowitdi01,27
2006,nba,Steve Nash,nashst01,31
2006,nba,Carmelo Anthony,anthoca01,21
2006,nba,Vince Carter,cartevi01,29
2006,nba,Paul Pierce,piercpa01,28
2006,nba,Richard Hamilton,hamilri01,27
2006,nba,Zydrunas Ilgauskas,ilgauzy01,30
2006,nba,Nenad Krstić,krstine01,22
2006,nba,Ray Allen,allenra02,30
2006,nba,Mehmet Okur,okurme01,26
2006,nba,Michael Redd,reddmi01,26
2006,nba,Brad Miller,millebr01,29
2006,nba,Sam Cassell,cassesa01,36
2006,nba,Joe Johnson,johnsjo02,24
2006,nba,Mike Bibby,bibbymi01,27
2006,nba,Chris Bosh,boshch01,21
2006,nba,Antawn Jamison,jamisan01,29
2006,nba,Chris Kaman,kamanch01,23
2006,nba,Charlie Villanueva,villach01,21
2006,nba,Andrew Bogut,bogutan01,21
2006,nba,Deron Williams,willide01,21
2006,nba,Channing Frye,fryech01,22
2006,nba,Danny Granger,grangda01,22
2006,nba,Raymond Felton,feltora01,21
2006,nba,Luther Head,headlu01,23
2006,nba,Marvin Williams,willima02,19
2006,nba,Ryan Gomes,gomesry01,23
2006,nba,Šarūnas Jasikevičius,jasiksa01,29
2006,nba,Ike Diogu,dioguik01,22
2006,nba,Nate Robinson,robinna01,21
2006,nba,Rashad McCants,mccanra01,21
2006,nba,Johan Petro,petrojo01,20
2006,nba,José Calderón,caldejo01,24
2006,nba,Jarrett Jack,jackja01,22
2006,nba,Joey Graham,grahajo01,23
2006,nba,Martell Webster,webstma02,19
2006,nba,Salim Stoudamire,stoudsa01,23
2005,nba,Ben Wallace,wallabe01,30
2005,nba,Bruce Bowen,bowenbr01,33
2005,nba,Kevin Garnett,garneke01,28
2005,nba,Tim Duncan,duncati01,28
2005,nba,Larry Hughes,hughela01,26
2005,nba,Marcus Camby,cambyma01,30
2005,nba,Tayshaun Prince,princta01,24
2005,nba,Chauncey Billups,billuch01,28
2005,nba,Andrei Kirilenko,kirilan01,23
2005,nba,Jason Kidd,kiddja01,31
2005,nba,Dwyane Wade,wadedw01,23
2005,nba,Shaquille O'Neal,onealsh01,32
2005,nba,Allen Iverson,iversal01,29
2005,nba,Kobe Bryant,bryanko01,26
2005,nba,Manu Ginóbili,ginobma01,27
2005,nba,Shawn Marion,mariosh01,26
2005,nba,Rasheed Wallace,wallara01,30
2005,nba,Kenyon Martin,martike01,27
2005,nba,Andre Iguodala,iguodan01,21
2005,nba,Tony Parker,parketo01,22
2005,nba,Shane Battier,battish01,26
2005,nba,Andre Miller,millean02,28
2005,nba,Tyson Chandler,chandty01,22
2005,nba,Trenton Hassell,hassetr01,25
2005,nba,Kirk Hinrich,hinriki01,24
2005,nba,Joe Johnson,johnsjo02,23
2005,nba,Earl Watson,watsoea01,25
2005,nba,Udonis Haslem,hasleud01,24
2005,nba,Josh Howard,howarjo01,24
2005,nba,Brevin Knight,knighbr01,29
2005,nba,Desmond Mason,masonde01,27
2005,nba,Tracy McGrady,mcgratr01,25
2005,nba,Joel Przybilla,przybjo01,25
2005,nba,Gilbert Arenas,arenagi01,23
2005,nba,P.J. Brown,brownpj01,35
2005,nba,Greg Buckner,buckngr01,28
2005,nba,Vince Carter,cartevi01,28
2005,nba,Jeff Foster,fosteje01,28
2005,nba,Brendan Haywood,haywobr01,25
2005,nba,Anthony Johnson,johnsan02,30
2005,nba,Eddie Jones,jonesed02,33
2005,nba,Andrés Nocioni,nocioan01,25
2005,nba,Emeka Okafor,okafoem01,22
2005,nba,Gary Payton,paytoga01,36
2005,nba,Mickaël Piétrus,pietrmi01,22
2005,nba,Clifford Robinson,robincl02,38
2005,nba,Amar'e Stoudemire,stoudam01,22
2005,nba,Kurt Thomas,thomaku01,32
2005,nba,Steve Nash,nashst01,30
2005,nba,Dirk Nowitzki,nowitdi01,26
2005,nba,LeBron James,jamesle01,20
2005,nba,Ray Allen,allenra02,29
2005,nba,Yao Ming,mingya01,24
2005,nba,Paul Pierce,piercpa01,27
2005,nba,Rashard Lewis,lewisra02,25
2005,nba,Zydrunas Ilgauskas,ilgauzy01,29
2005,nba,Jermaine O'Neal,onealje01,26
2005,nba,Mike Bibby,bibbymi01,26
2005,nba,Elton Brand,brandel01,25
2005,nba,Grant Hill,hillgr01,32
2005,nba,Carmelo Anthony,anthoca01,20
2005,nba,Antawn Jamison,jamisan01,28
2005,nba,Richard Hamilton,hamilri01,26
2005,nba,Chris Bosh,boshch01,20
2005,nba,Stephon Marbury,marbust01,27
2005,nba,Reggie Miller,millere01,39
2005,nba,Michael Redd,reddmi01,25
2005,nba,Corey Maggette,maggeco01,25
2005,nba,Brad Miller,millebr01,28
2005,nba,Peja Stojaković,stojape01,27
2005,nba,Ben Gordon,gordobe01,21
2005,nba,Dwight Howard,howardw01,19
2005,nba,Luol Deng,denglu01,19
2005,nba,Nenad Krstić,krstine01,21
2005,nba,Josh Smith,smithjo03,19
2005,nba,Josh Childress,childjo01,21
2005,nba,Jameer Nelson,nelsoja01,22
2005,nba,Al Jefferson,jeffeal01,20
2005,nba,J.R. Smith,smithjr01,19
2005,nba,Beno Udrih,udrihbe01,22
2005,nba,Devin Harris,harride01,21
2005,nba,Chris Duhon,duhonch01,22
2005,nba,Tony Allen,allento01,23
2005,nba,Nick Collison,collini01,24
2005,nba,Anderson Varejão,varejan01,22
2005,nba,Shaun Livingston,livinsh01,19
2005,nba,Trevor Ariza,arizatr01,19
2005,nba,Matt Bonner,bonnema01,24
2005,nba,Sebastian Telfair,telfase01,19
2004,nba,Metta World Peace,artesro01,24
2004,nba,Ben Wallace,wallabe01,29
2004,nba,Bruce Bowen,bowenbr01,32
2004,nba,Kevin Garnett,garneke01,27
2004,nba,Kobe Bryant,bryanko01,25
2004,nba,Andrei Kirilenko,kirilan01,22
2004,nba,Tim Duncan,duncati01,27
2004,nba,Theo Ratliff,ratlith01,30
2004,nba,Doug Christie,chrisdo01,33
2004,nba,Jason Kidd,kiddja01,30
2004,nba,James Posey,poseyja01,27
2004,nba,Eric Snow,snower01,30
2004,nba,Jermaine O'Neal,onealje01,25
2004,nba,Clifford Robinson,robincl02,37
2004,nba,Chauncey Billups,billuch01,27
2004,nba,Baron Davis,davisba01,24
2004,nba,Kenyon Martin,martike01,26
2004,nba,Shaquille O'Neal,onealsh01,31
2004,nba,Gary Payton,paytoga01,35
2004,nba,Steve Francis,francst01,26
2004,nba,Manu Ginóbili,ginobma01,26
2004,nba,Rasheed Wallace,wallara01,29
2004,nba,Earl Watson,watsoea01,24
2004,nba,Darrell Armstrong,armstda01,35
2004,nba,P.J. Brown,brownpj01,34
2004,nba,Marcus Camby,cambyma01,29
2004,nba,Kelvin Cato,catoke01,29
2004,nba,Derek Fisher,fishede01,29
2004,nba,Brian Grant,grantbr01,31
2004,nba,Trenton Hassell,hassetr01,24
2004,nba,Richard Jefferson,jefferi01,23
2004,nba,Joe Johnson,johnsjo02,22
2004,nba,Shawn Marion,mariosh01,25
2004,nba,Andre Miller,millean02,27
2004,nba,Greg Ostertag,ostergr01,30
2004,nba,Mickaël Piétrus,pietrmi01,21
2004,nba,Bob Sura,surabo01,30
2004,nba,Peja Stojaković,stojape01,26
2004,nba,Sam Cassell,cassesa01,34
2004,nba,Tracy McGrady,mcgratr01,24
2004,nba,Yao Ming,mingya01,23
2004,nba,Dirk Nowitzki,nowitdi01,25
2004,nba,Michael Redd,reddmi01,24
2004,nba,Steve Nash,nashst01,29
2004,nba,Paul Pierce,piercpa01,26
2004,nba,LeBron James,jamesle01,19
2004,nba,Stephon Marbury,marbust01,26
2004,nba,Lamar Odom,odomla01,24
2004,nba,Mike Bibby,bibbymi01,25
2004,nba,Zach Randolph,randoza01,22
2004,nba,Vince Carter,cartevi01,27
2004,nba,Carmelo Anthony,anthoca01,19
2004,nba,Brad Miller,millebr01,27
2004,nba,Jamaal Magloire,magloja01,25
2004,nba,Pau Gasol,gasolpa01,23
2004,nba,Allen Iverson,iversal01,28
2004,nba,Ray Allen,allenra02,28
2004,nba,Elton Brand,brandel01,24
2004,nba,Erick Dampier,dampier01,28
2004,nba,Michael Finley,finlemi01,30
2004,nba,Zydrunas Ilgauskas,ilgauzy01,28
2004,nba,Amar'e Stoudemire,stoudam01,21
2004,nba,Jason Williams,willija02,28
2004,nba,Richard Hamilton,hamilri01,25
2004,nba,Tony Parker,parketo01,21
2004,nba,Carlos Boozer,boozeca01,22
2004,nba,Corey Maggette,maggeco01,24
2004,nba,Dwyane Wade,wadedw01,22
2004,nba,Chris Bosh,boshch01,19
2004,nba,Kirk Hinrich,hinriki01,23
2004,nba,Josh Howard,howarjo01,23
2004,nba,T.J. Ford,fordtj01,20
2004,nba,Udonis Haslem,hasleud01,23
2004,nba,Marquis Daniels,daniema01,23
2004,nba,Jarvis Hayes,hayesja01,22
2004,nba,Chris Kaman,kamanch01,21
2004,nba,Raül López,lopezra01,23
2004,nba,Leandro Barbosa,barbole01,21
2004,nba,Darius Songaila,songada01,25
2004,nba,Marcus Banks,banksma01,22
2004,nba,Steve Blake,blakest01,23
2004,nba,Keith Bogans,boganke01,23
2004,nba,Kyle Korver,korveky01,22
2004,nba,Luke Ridnour,ridnolu01,22
2004,nba,Luke Walton,waltolu01,23
2003,nba,Ben Wallace,wallabe01,28
2003,nba,Kevin Garnett,garneke01,26
2003,nba,Tim Duncan,duncati01,26
2003,nba,Doug Christie,chrisdo01,32
2003,nba,Kobe Bryant,bryanko01,24
2003,nba,Jason Kidd,kiddja01,29
2003,nba,Metta World Peace,artesro01,23
2003,nba,Bruce Bowen,bowenbr01,31
2003,nba,Eric Snow,snower01,29
2003,nba,Shaquille O'Neal,onealsh01,30
2003,nba,Gary Payton,paytoga01,34
2003,nba,P.J. Brown,brownpj01,33
2003,nba,Allen Iverson,iversal01,27
2003,nba,Scottie Pippen,pippesc01,37
2003,nba,Theo Ratliff,ratlith01,29
2003,nba,Brian Grant,grantbr01,30
2003,nba,Andrei Kirilenko,kirilan01,21
2003,nba,Clifford Robinson,robincl02,36
2003,nba,Kenyon Martin,martike01,25
2003,nba,Jermaine O'Neal,onealje01,24
2003,nba,Shawn Marion,mariosh01,24
2003,nba,Michael Jordan,jordami01,39
2003,nba,Kurt Thomas,thomaku01,30
2003,nba,Matt Harpring,harprma01,26
2003,nba,Tracy McGrady,mcgratr01,23
2003,nba,Chauncey Billups,billuch01,26
2003,nba,Keon Clark,clarkke01,27
2003,nba,Dale Davis,davisda01,33
2003,nba,Nenê,hilarne01,20
2003,nba,Bobby Jackson,jacksbo01,29
2003,nba,Jamaal Magloire,magloja01,24
2003,nba,Desmond Mason,masonde01,25
2003,nba,Yao Ming,mingya01,22
2003,nba,David Robinson,robinda01,37
2003,nba,Amar'e Stoudemire,stoudam01,20
2003,nba,Rasheed Wallace,wallara01,28
2003,nba,Chris Webber,webbech01,29
2003,nba,Dirk Nowitzki,nowitdi01,24
2003,nba,Stephon Marbury,marbust01,25
2003,nba,Paul Pierce,piercpa01,25
2003,nba,Steve Nash,nashst01,28
2003,nba,Jamal Mashburn,mashbja01,30
2003,nba,Karl Malone,malonka01,39
2003,nba,Zydrunas Ilgauskas,ilgauzy01,27
2003,nba,Vlade Divac,divacvl01,34
2003,nba,Steve Francis,francst01,25
2003,nba,Ray Allen,allenra02,27
2003,nba,Allan Houston,houstal01,31
2003,nba,Pau Gasol,gasolpa01,22
2003,nba,Brad Miller,millebr01,26
2003,nba,Peja Stojaković,stojape01,25
2003,nba,Elton Brand,brandel01,23
2003,nba,Antawn Jamison,jamisan01,26
2003,nba,Antoine Walker,walkean02,26
2003,nba,Mike Bibby,bibbymi01,24
2003,nba,Michael Finley,finlemi01,29
2003,nba,Tony Parker,parketo01,20
2003,nba,Jalen Rose,roseja01,30
2003,nba,John Stockton,stockjo01,40
2003,nba,Wally Szczerbiak,szczewa02,25
2003,nba,Caron Butler,butleca01,22
2003,nba,Manu Ginóbili,ginobma01,25
2003,nba,Carlos Boozer,boozeca01,21
2003,nba,Jay Williams,willija03,21
2003,nba,J.R. Bremer,bremejr01,22
2003,nba,Dajuan Wagner,wagneda02,19
2003,nba,Mehmet Okur,okurme01,23
2003,nba,Marko Jarić,jaricma01,24
2003,nba,Mike Dunleavy,dunlemi02,22
2003,nba,Mike Batiste,batismi01,25
2003,nba,Rasual Butler,butlera01,23
2003,nba,Junior Harrington,harriju01,22
2003,nba,Juan Dixon,dixonju01,24
2003,nba,Reggie Evans,evansre01,22
2003,nba,Casey Jacobsen,jacobca01,21
2003,nba,Vincent Yarbrough,yarbrvi01,21
2002,nba,Ben Wallace,wallabe01,27
2002,nba,Gary Payton,paytoga01,33
2002,nba,Tim Duncan,duncati01,25
2002,nba,Jason Kidd,kiddja01,28
2002,nba,Kevin Garnett,garneke01,25
2002,nba,Kobe Bryant,bryanko01,23
2002,nba,Dikembe Mutombo,mutomdi01,35
2002,nba,Doug Christie,chrisdo01,31
2002,nba,Bruce Bowen,bowenbr01,30
2002,nba,Clifford Robinson,robincl02,35
2002,nba,Shaquille O'Neal,onealsh01,29
2002,nba,Eric Snow,snower01,28
2002,nba,Scottie Pippen,pippesc01,36
2002,nba,Tracy McGrady,mcgratr01,22
2002,nba,P.J. Brown,brownpj01,32
2002,nba,Antonio Davis,davisan01,33
2002,nba,Kenyon Martin,martike01,24
2002,nba,Karl Malone,malonka01,38
2002,nba,Metta World Peace,artesro01,22
2002,nba,Darrell Armstrong,armstda01,33
2002,nba,Brian Grant,grantbr01,29
2002,nba,Alonzo Mourning,mournal01,31
2002,nba,Jermaine O'Neal,onealje01,23
2002,nba,Kurt Thomas,thomaku01,29
2002,nba,Michael Finley,finlemi01,28
2002,nba,Rick Fox,foxri01,32
2002,nba,Horace Grant,grantho01,36
2002,nba,Robert Horry,horryro01,31
2002,nba,Allen Iverson,iversal01,26
2002,nba,Shawn Marion,mariosh01,23
2002,nba,Ruben Patterson,patteru01,26
2002,nba,David Robinson,robinda01,36
2002,nba,Chris Webber,webbech01,28
2002,nba,Baron Davis,davisba01,22
2002,nba,Dale Davis,davisda01,32
2002,nba,Bobby Jackson,jacksbo01,28
2002,nba,Eddie Jones,jonesed02,30
2002,nba,Andrei Kirilenko,kirilan01,20
