season,award,player,player_id,age,winner
2019,nba smoy,Dāvis Bertāns,bertada01,26,False
2019,nba smoy,Jae Crowder,crowdja01,28,False
2019,nba smoy,Ed Davis,davised01,29,False
2018,nba dpoy,Rudy Gobert,goberru01,25,True
2018,nba dpoy,Joel Embiid,embiijo01,23,False
2018,nba dpoy,Anthony Davis,davisan02,24,False
2018,nba dpoy,Paul George,georgpa01,27,False
2018,nba dpoy,Al Horford,horfoal01,31,False
2018,nba dpoy,Draymond Green,greendr01,27,False
2018,nba dpoy,Jrue Holiday,holidjr01,27,False
2018,nba dpoy,Robert Covington,covinro01,27,False
2018,nba dpoy,Kevin Durant,duranke01,29,False
2018,nba dpoy,Jaylen Brown,brownja02,21,False
2018,nba dpoy,Klay Thompson,thompkl01,27,False
2018,nba dpoy,Steven Adams,adamsst01,24,False
2018,nba dpoy,Jimmy Butler,butleji01,28,False
2018,nba dpoy,Clint Capela,capelca01,23,False
2018,nba dpoy,Andre Drummond,drumman01,24,False
2018,nba dpoy,Jusuf Nurkić,nurkiju01,23,False
2018,nba dpoy,Victor Oladipo,oladivi01,25,False
2018,nba mip,Victor Oladipo,oladivi01,25,True
2018,nba mip,Clint Capela,capelca01,23,False
2018,nba mip,Spencer Dinwiddie,dinwisp01,24,False
2018,nba mip,Andre Drummond,drumman01,24,False
2018,nba mip,Julius Randle,randlju01,23,False
2018,nba mip,Steven Adams,adamsst01,24,False
2018,nba mip,Jaylen Brown,brownja02,21,False
2018,nba mip,Jamal Murray,murraja01,20,False
2018,nba mip,DeMar DeRozan,derozde01,28,False
2018,nba mip,Terry Rozier,roziete01,23,False
2018,nba mip,Lou Williams,willilo02,31,False
2018,nba mip,Giannis Antetokounmpo,antetgi01,23,False
2018,nba mip,Nikola Jokić,jokicni01,22,False
2018,nba mip,E'Twaun Moore,mooreet01,28,False
2018,nba mip,Domantas Sabonis,sabondo01,21,False
2018,nba mip,Fred VanVleet,vanvlfr01,23,False
2018,nba mip,Tyreke Evans,evansty01,28,False
2018,nba mip,Brandon Ingram,ingrabr01,20,False
2018,nba mip,Dejounte Murray,murrade01,21,False
2018,nba mip,Tobias Harris,harrito02,25,False
2018,nba mip,Joe Ingles,inglejo01,30,False
2018,nba mip,Dario Šarić,saricda01,23,False
2018,nba mip,Kris Dunn,dunnkr01,23,False
2018,nba mip,Aaron Gordon,gordoaa01,22,False
2018,nba mip,Montrezl Harrell,harremo01,24,False
2018,nba mip,Kristaps Porziņģis,porzikr01,22,False
2018,nba mip,Taurean Prince,princta02,23,False
2018,nba mip,Josh Richardson,richajo01,24,False
2018,nba mip,Ricky Rubio,rubiori01,27,False
2018,nba mip,Pascal Siakam,siakapa01,23,False
2018,nba mip,Karl-Anthony Towns,townska01,22,False
2018,nba mip,T.J. Warren,warretj01,24,False
