season,lg,team,playoffs
2026,NBA,Atlanta Hawks,False
2026,NBA,Boston Celtics,False
2026,NBA,Brooklyn Nets,False
2026,NBA,Chicago Bulls,False
2026,NBA,Charlotte Hornets,False
2026,NBA,Cleveland Cavaliers,False
2026,NBA,Dallas Mavericks,False
2026,NBA,Denver Nuggets,False
2026,NBA,Detroit Pistons,True
2026,NBA,Golden State Warriors,False
2026,NBA,Houston Rockets,False
2026,NBA,Indiana Pacers,False
2026,NBA,Los Angeles Clippers,False
2026,NBA,Los Angeles Lakers,False
2026,NBA,Memphis Grizzlies,False
2026,NBA,Miami Heat,False
2026,NBA,Milwaukee Bucks,False
2026,NBA,Minnesota Timberwolves,False
2026,NBA,New Orleans Pelicans,False
2026,NBA,New York Knicks,False
2026,NBA,Oklahoma City Thunder,True
2026,NBA,Orlando Magic,False
2026,NBA,Philadelphia 76ers,False
2026,NBA,Phoenix Suns,False
2026,NBA,Portland Trail Blazers,False
2026,NBA,Sacramento Kings,False
2026,NBA,San Antonio Spurs,True
2026,NBA,Toronto Raptors,False
2026,NBA,Utah Jazz,False
2026,NBA,Washington Wizards,False
2026,NBA,League Average,False
2025,NBA,Atlanta Hawks,True
2025,NBA,Boston Celtics,True
2025,NBA,Brooklyn Nets,False
2025,NBA,Chicago Bulls,True
2025,NBA,Charlotte Hornets,False
2025,NBA,Cleveland Cavaliers,True
2025,NBA,Dallas Mavericks,True
2025,NBA,Denver Nuggets,True
2025,NBA,Detroit Pistons,True
2025,NBA,Golden State Warriors,True
2025,NBA,Houston Rockets,True
2025,NBA,Indiana Pacers,True
2025,NBA,Los Angeles Clippers,True
2025,NBA,Los Angeles Lakers,True
2025,NBA,Memphis Grizzlies,True
2025,NBA,Miami Heat,True
2025,NBA,Milwaukee Bucks,True
2025,NBA,Minnesota Timberwolves,True
2025,NBA,New Orleans Pelicans,False
2025,NBA,New York Knicks,True
2025,NBA,Oklahoma City Thunder,True
2025,NBA,Orlando Magic,True
2025,NBA,Philadelphia 76ers,False
2025,NBA,Phoenix Suns,False
2025,NBA,Portland Trail Blazers,False
2025,NBA,Sacramento Kings,True
2025,NBA,San Antonio Spurs,False
2025,NBA,Toronto Raptors,False
2025,NBA,Utah Jazz,False
2025,NBA,Washington Wizards,False
2025,NBA,League Average,False
2024,NBA,Atlanta Hawks,False
2024,NBA,Boston Celtics,True
2024,NBA,Brooklyn Nets,False
2024,NBA,Chicago Bulls,False
2024,NBA,Charlotte Hornets,False
2024,NBA,Cleveland Cavaliers,True
2024,NBA,Dallas Mavericks,True
2024,NBA,Denver Nuggets,True
2024,NBA,Detroit Pistons,False
2024,NBA,Golden State Warriors,False
2024,NBA,Houston Rockets,False
2024,NBA,Indiana Pacers,True
2024,NBA,Los Angeles Clippers,True
2024,NBA,Los Angeles Lakers,True
2024,NBA,Memphis Grizzlies,False
2024,NBA,Miami Heat,True
2024,NBA,Milwaukee Bucks,True
2024,NBA,Minnesota Timberwolves,True
2024,NBA,New Orleans Pelicans,True
2024,NBA,New York Knicks,True
2024,NBA,Oklahoma City Thunder,True
2024,NBA,Orlando Magic,True
2024,NBA,Philadelphia 76ers,True
2024,NBA,Phoenix Suns,True
2024,NBA,Portland Trail Blazers,False
2024,NBA,Sacramento Kings,False
2024,NBA,San Antonio Spurs,False
2024,NBA,Toronto Raptors,False
2024,NBA,Utah Jazz,False
2024,NBA,Washington Wizards,False
2024,NBA,League Average,False
2023,NBA,Atlanta Hawks,True
2023,NBA,Boston Celtics,True
2023,NBA,Brooklyn Nets,True
2023,NBA,Chicago Bulls,False
2023,NBA,Charlotte Hornets,False
2023,NBA,Cleveland Cavaliers,True
2023,NBA,Dallas Mavericks,False
2023,NBA,Denver Nuggets,True
2023,NBA,Detroit Pistons,False
2023,NBA,Golden State Warriors,True
2023,NBA,Houston Rockets,False
2023,NBA,Indiana Pacers,False
2023,NBA,Los Angeles Clippers,True
2023,NBA,Los Angeles Lakers,True
2023,NBA,Memphis Grizzlies,True
2023,NBA,Miami Heat,True
2023,NBA,Milwaukee Bucks,True
2023,NBA,Minnesota Timberwolves,True
2023,NBA,New Orleans Pelicans,False
2023,NBA,New York Knicks,True
2023,NBA,Oklahoma City Thunder,False
2023,NBA,Orlando Magic,False
2023,NBA,Philadelphia 76ers,True
2023,NBA,Phoenix Suns,True
2023,NBA,Portland Trail Blazers,False
2023,NBA,Sacramento Kings,True
2023,NBA,San Antonio Spurs,False
2023,NBA,Toronto Raptors,False
2023,NBA,Utah Jazz,False
2023,NBA,Washington Wizards,False
2023,NBA,League Average,False
2022,NBA,Atlanta Hawks,True
2022,NBA,Boston Celtics,True
2022,NBA,Brooklyn Nets,True
2022,NBA,Chicago Bulls,True
2022,NBA,Charlotte Hornets,False
2022,NBA,Cleveland Cavaliers,False
2022,NBA,Dallas Mavericks,True
2022,NBA,Denver Nuggets,True
2022,NBA,Detroit Pistons,False
2022,NBA,Golden State Warriors,True
2022,NBA,Houston Rockets,False
2022,NBA,Indiana Pacers,False
2022,NBA,Los Angeles Clippers,False
2022,NBA,Los Angeles Lakers,False
2022,NBA,Memphis Grizzlies,True
2022,NBA,Miami Heat,True
2022,NBA,Milwaukee Bucks,True
2022,NBA,Minnesota Timberwolves,True
2022,NBA,New Orleans Pelicans,True
2022,NBA,New York Knicks,False
2022,NBA,Oklahoma City Thunder,False
2022,NBA,Orlando Magic,False
2022,NBA,Philadelphia 76ers,True
2022,NBA,Phoenix Suns,True
2022,NBA,Portland Trail Blazers,False
2022,NBA,Sacramento Kings,False
2022,NBA,San Antonio Spurs,False
2022,NBA,Toronto Raptors,True
2022,NBA,Utah Jazz,True
2022,NBA,Washington Wizards,False
2022,NBA,League Average,False
2021,NBA,Atlanta Hawks,True
2021,NBA,Boston Celtics,True
2021,NBA,Brooklyn Nets,True
2021,NBA,Chicago Bulls,False
2021,NBA,Charlotte Hornets,False
2021,NBA,Cleveland Cavaliers,False
2021,NBA,Dallas Mavericks,True
2021,NBA,Denver Nuggets,True
2021,NBA,Detroit Pistons,False
2021,NBA,Golden State Warriors,False
2021,NBA,Houston Rockets,False
2021,NBA,Indiana Pacers,False
2021,NBA,Los Angeles Clippers,True
2021,NBA,Los Angeles Lakers,True
2021,NBA,Memphis Grizzlies,True
2021,NBA,Miami Heat,True
2021,NBA,Milwaukee Bucks,True
2021,NBA,Minnesota Timberwolves,False
2021,NBA,New Orleans Pelicans,False
2021,NBA,New York Knicks,True
2021,NBA,Oklahoma City Thunder,False
2021,NBA,Orlando Magic,False
2021,NBA,Philadelphia 76ers,True
2021,NBA,Phoenix Suns,True
2021,NBA,Portland Trail Blazers,True
2021,NBA,Sacramento Kings,False
2021,NBA,San Antonio Spurs,False
2021,NBA,Toronto Raptors,False
2021,NBA,Utah Jazz,True
2021,NBA,Washington Wizards,True
2021,NBA,League Average,False
2020,NBA,Atlanta Hawks,False
2020,NBA,Boston Celtics,True
2020,NBA,Brooklyn Nets,True
2020,NBA,Chicago Bulls,False
2020,NBA,Charlotte Hornets,False
2020,NBA,Cleveland Cavaliers,False
2020,NBA,Dallas Mavericks,True
2020,NBA,Denver Nuggets,True
2020,NBA,Detroit Pistons,False
2020,NBA,Golden State Warriors,False
2020,NBA,Houston Rockets,True
2020,NBA,Indiana Pacers,True
2020,NBA,Los Angeles Clippers,True
2020,NBA,Los Angeles Lakers,True
2020,NBA,Memphis Grizzlies,False
2020,NBA,Miami Heat,True
2020,NBA,Milwaukee Bucks,True
2020,NBA,Minnesota Timberwolves,False
2020,NBA,New Orleans Pelicans,False
2020,NBA,New York Knicks,False
2020,NBA,Oklahoma City Thunder,True
2020,NBA,Orlando Magic,True
2020,NBA,Philadelphia 76ers,True
2020,NBA,Phoenix Suns,False
2020,NBA,Portland Trail Blazers,True
2020,NBA,Sacramento Kings,False
2020,NBA,San Antonio Spurs,False
2020,NBA,Toronto Raptors,True
2020,NBA,Utah Jazz,True
2020,NBA,Washington Wizards,False
2020,NBA,League Average,False
2019,NBA,Atlanta Hawks,False
2019,NBA,Boston Celtics,True
2019,NBA,Brooklyn Nets,True
2019,NBA,Chicago Bulls,False
2019,NBA,Charlotte Hornets,False
2019,NBA,Cleveland Cavaliers,False
2019,NBA,Dallas Mavericks,False
2019,NBA,Denver Nuggets,True
2019,NBA,Detroit Pistons,True
2019,NBA,Golden State Warriors,True
2019,NBA,Houston Rockets,True
2019,NBA,Indiana Pacers,True
2019,NBA,Los Angeles Clippers,True
2019,NBA,Los Angeles Lakers,False
2019,NBA,Memphis Grizzlies,False
2019,NBA,Miami Heat,False
2019,NBA,Milwaukee Bucks,True
2019,NBA,Minnesota Timberwolves,False
2019,NBA,New Orleans Pelicans,False
2019,NBA,New York Knicks,False
2019,NBA,Oklahoma City Thunder,True
2019,NBA,Orlando Magic,True
2019,NBA,Philadelphia 76ers,True
2019,NBA,Phoenix Suns,False
2019,NBA,Portland Trail Blazers,True
2019,NBA,Sacramento Kings,False
2019,NBA,San Antonio Spurs,True
2019,NBA,Toronto Raptors,True
2019,NBA,Utah Jazz,True
2019,NBA,Washington Wizards,False
2019,NBA,League Average,False
2018,NBA,Atlanta Hawks,False
2018,NBA,Boston Celtics,True
2018,NBA,Brooklyn Nets,False
2018,NBA,Chicago Bulls,False
2018,NBA,Charlotte Hornets,False
2018,NBA,Cleveland Cavaliers,True
2018,NBA,Dallas Mavericks,False
2018,NBA,Denver Nuggets,False
2018,NBA,Detroit Pistons,False
2018,NBA,Golden State Warriors,True
2018,NBA,Houston Rockets,True
2018,NBA,Indiana Pacers,True
2018,NBA,Los Angeles Clippers,False
2018,NBA,Los Angeles Lakers,False
2018,NBA,Memphis Grizzlies,False
2018,NBA,Miami Heat,True
2018,NBA,Milwaukee Bucks,True
2018,NBA,Minnesota Timberwolves,True
2018,NBA,New Orleans Pelicans,True
2018,NBA,New York Knicks,False
2018,NBA,Oklahoma City Thunder,True
2018,NBA,Orlando Magic,False
2018,NBA,Philadelphia 76ers,True
2018,NBA,Phoenix Suns,False
2018,NBA,Portland Trail Blazers,True
2018,NBA,Sacramento Kings,False
2018,NBA,San Antonio Spurs,True
2018,NBA,Toronto Raptors,True
2018,NBA,Utah Jazz,True
2018,NBA,Washington Wizards,True
2018,NBA,League Average,False
2017,NBA,Atlanta Hawks,True
2017,NBA,Boston Celtics,True
2017,NBA,Brooklyn Nets,False
2017,NBA,Chicago Bulls,True
2017,NBA,Charlotte Hornets,False
2017,NBA,Cleveland Cavaliers,True
2017,NBA,Dallas Mavericks,False
2017,NBA,Denver Nuggets,False
2017,NBA,Detroit Pistons,False
2017,NBA,Golden State Warriors,True
2017,NBA,Houston Rockets,True
2017,NBA,Indiana Pacers,True
2017,NBA,Los Angeles Clippers,True
2017,NBA,Los Angeles Lakers,False
2017,NBA,Memphis Grizzlies,True
2017,NBA,Miami Heat,False
2017,NBA,Milwaukee Bucks,True
2017,NBA,Minnesota Timberwolves,False
2017,NBA,New Orleans Pelicans,False
2017,NBA,New York Knicks,False
2017,NBA,Oklahoma City Thunder,True
2017,NBA,Orlando Magic,False
2017,NBA,Philadelphia 76ers,False
2017,NBA,Phoenix Suns,False
2017,NBA,Portland Trail Blazers,True
2017,NBA,Sacramento Kings,False
2017,NBA,San Antonio Spurs,True
2017,NBA,Toronto Raptors,True
2017,NBA,Utah Jazz,True
2017,NBA,Washington Wizards,True
2017,NBA,League Average,False
2016,NBA,Atlanta Hawks,True
2016,NBA,Boston Celtics,True
2016,NBA,Brooklyn Nets,False
2016,NBA,Chicago Bulls,False
2016,NBA,Charlotte Hornets,True
2016,NBA,Cleveland Cavaliers,True
2016,NBA,Dallas Mavericks,True
2016,NBA,Denver Nuggets,False
2016,NBA,Detroit Pistons,True
2016,NBA,Golden State Warriors,True
2016,NBA,Houston Rockets,True
2016,NBA,Indiana Pacers,True
2016,NBA,Los Angeles Clippers,True
2016,NBA,Los Angeles Lakers,False
2016,NBA,Memphis Grizzlies,True
2016,NBA,Miami Heat,True
2016,NBA,Milwaukee Bucks,False
2016,NBA,Minnesota Timberwolves,False
2016,NBA,New Orleans Pelicans,False
2016,NBA,New York Knicks,False
2016,NBA,Oklahoma City Thunder,True
2016,NBA,Orlando Magic,False
2016,NBA,Philadelphia 76ers,False
2016,NBA,Phoenix Suns,False
2016,NBA,Portland Trail Blazers,True
2016,NBA,Sacramento Kings,False
2016,NBA,San Antonio Spurs,True
2016,NBA,Toronto Raptors,True
2016,NBA,Utah Jazz,False
2016,NBA,Washington Wizards,False
2016,NBA,League Average,False
2015,NBA,Atlanta Hawks,True
2015,NBA,Boston Celtics,True
2015,NBA,Brooklyn Nets,True
2015,NBA,Chicago Bulls,True
2015,NBA,Charlotte Hornets,False
2015,NBA,Cleveland Cavaliers,True
2015,NBA,Dallas Mavericks,True
2015,NBA,Denver Nuggets,False
2015,NBA,Detroit Pistons,False
2015,NBA,Golden State Warriors,True
2015,NBA,Houston Rockets,True
2015,NBA,Indiana Pacers,False
2015,NBA,Los Angeles Clippers,True
2015,NBA,Los Angeles Lakers,False
2015,NBA,Memphis Grizzlies,True
2015,NBA,Miami Heat,False
2015,NBA,Milwaukee Bucks,True
2015,NBA,Minnesota Timberwolves,False
2015,NBA,New Orleans Pelicans,True
2015,NBA,New York Knicks,False
2015,NBA,Oklahoma City Thunder,False
2015,NBA,Orlando Magic,False
2015,NBA,Philadelphia 76ers,False
2015,NBA,Phoenix Suns,False
2015,NBA,Portland Trail Blazers,True
2015,NBA,Sacramento Kings,False
2015,NBA,San Antonio Spurs,True
2015,NBA,Toronto Raptors,True
2015,NBA,Utah Jazz,False
2015,NBA,Washington Wizards,True
2015,NBA,League Average,False
2014,NBA,Atlanta Hawks,True
2014,NBA,Boston Celtics,False
2014,NBA,Brooklyn Nets,True
2014,NBA,Charlotte Bobcats,True
2014,NBA,Chicago Bulls,True
2014,NBA,Cleveland Cavaliers,False
2014,NBA,Dallas Mavericks,True
2014,NBA,Denver Nuggets,False
2014,NBA,Detroit Pistons,False
2014,NBA,Golden State Warriors,True
2014,NBA,Houston Rockets,True
2014,NBA,Indiana Pacers,True
2014,NBA,Los Angeles Clippers,True
2014,NBA,Los Angeles Lakers,False
2014,NBA,Memphis Grizzlies,True
2014,NBA,Miami Heat,True
2014,NBA,Milwaukee Bucks,False
2014,NBA,Minnesota Timberwolves,False
2014,NBA,New Orleans Pelicans,False
2014,NBA,New York Knicks,False
2014,NBA,Oklahoma City Thunder,True
2014,NBA,Orlando Magic,False
2014,NBA,Philadelphia 76ers,False
2014,NBA,Phoenix Suns,False
2014,NBA,Portland Trail Blazers,True
2014,NBA,Sacramento Kings,False
2014,NBA,San Antonio Spurs,True
2014,NBA,Toronto Raptors,True
2014,NBA,Utah Jazz,False
2014,NBA,Washington Wizards,True
2014,NBA,League Average,False
2013,NBA,Atlanta Hawks,True
2013,NBA,Boston Celtics,True
2013,NBA,Brooklyn Nets,True
2013,NBA,Charlotte Bobcats,False
2013,NBA,Chicago Bulls,True
2013,NBA,Cleveland Cavaliers,False
2013,NBA,Dallas Mavericks,False
2013,NBA,Denver Nuggets,True
2013,NBA,Detroit Pistons,False
2013,NBA,Golden State Warriors,True
2013,NBA,Houston Rockets,True
2013,NBA,Indiana Pacers,True
2013,NBA,Los Angeles Clippers,True
2013,NBA,Los Angeles Lakers,True
2013,NBA,Memphis Grizzlies,True
2013,NBA,Miami Heat,True
2013,NBA,Milwaukee Bucks,True
2013,NBA,Minnesota Timberwolves,False
2013,NBA,New Orleans Hornets,False
2013,NBA,New York Knicks,True
2013,NBA,Oklahoma City Thunder,True
2013,NBA,Orlando Magic,False
2013,NBA,Philadelphia 76ers,False
2013,NBA,Phoenix Suns,False
2013,NBA,Portland Trail Blazers,False
2013,NBA,Sacramento Kings,False
2013,NBA,San Antonio Spurs,True
2013,NBA,Toronto Raptors,False
2013,NBA,Utah Jazz,False
2013,NBA,Washington Wizards,False
2013,NBA,League Average,False
2012,NBA,Atlanta Hawks,True
2012,NBA,Boston Celtics,True
2012,NBA,Charlotte Bobcats,False
2012,NBA,Chicago Bulls,True
2012,NBA,Cleveland Cavaliers,False
2012,NBA,Dallas Mavericks,True
2012,NBA,Denver Nuggets,True
2012,NBA,Detroit Pistons,False
2012,NBA,Golden State Warriors,False
2012,NBA,Houston Rockets,False
2012,NBA,Indiana Pacers,True
2012,NBA,Los Angeles Clippers,True
2012,NBA,Los Angeles Lakers,True
2012,NBA,Memphis Grizzlies,True
2012,NBA,Miami Heat,True
2012,NBA,Milwaukee Bucks,False
2012,NBA,Minnesota Timberwolves,False
2012,NBA,New Jersey Nets,False
2012,NBA,New Orleans Hornets,False
2012,NBA,New York Knicks,True
2012,NBA,Oklahoma City Thunder,True
2012,NBA,Orlando Magic,True
2012,NBA,Philadelphia 76ers,True
2012,NBA,Phoenix Suns,False
2012,NBA,Portland Trail Blazers,False
2012,NBA,Sacramento Kings,False
2012,NBA,San Antonio Spurs,True
2012,NBA,Toronto Raptors,False
2012,NBA,Utah Jazz,True
2012,NBA,Washington Wizards,False
2012,NBA,League Average,False
2011,NBA,Atlanta Hawks,True
2011,NBA,Boston Celtics,True
2011,NBA,Charlotte Bobcats,False
2011,NBA,Chicago Bulls,True
2011,NBA,Cleveland Cavaliers,False
2011,NBA,Dallas Mavericks,True
2011,NBA,Denver Nuggets,True
2011,NBA,Detroit Pistons,False
2011,NBA,Golden State Warriors,False
2011,NBA,Houston Rockets,False
2011,NBA,Indiana Pacers,True
2011,NBA,Los Angeles Clippers,False
2011,NBA,Los Angeles Lakers,True
2011,NBA,Memphis Grizzlies,True
2011,NBA,Miami Heat,True
2011,NBA,Milwaukee Bucks,False
2011,NBA,Minnesota Timberwolves,False
2011,NBA,New Jersey Nets,False
2011,NBA,New Orleans Hornets,True
2011,NBA,New York Knicks,True
2011,NBA,Oklahoma City Thunder,True
2011,NBA,Orlando Magic,True
2011,NBA,Philadelphia 76ers,True
2011,NBA,Phoenix Suns,False
2011,NBA,Portland Trail Blazers,True
2011,NBA,Sacramento Kings,False
2011,NBA,San Antonio Spurs,True
2011,NBA,Toronto Raptors,False
2011,NBA,Utah Jazz,False
2011,NBA,Washington Wizards,False
2011,NBA,League Average,False
2010,NBA,Atlanta Hawks,True
2010,NBA,Boston Celtics,True
2010,NBA,Charlotte Bobcats,True
2010,NBA,Chicago Bulls,True
2010,NBA,Cleveland Cavaliers,True
2010,NBA,Dallas Mavericks,True
2010,NBA,Denver Nuggets,True
2010,NBA,Detroit Pistons,False
2010,NBA,Golden State Warriors,False
2010,NBA,Houston Rockets,False
2010,NBA,Indiana Pacers,False
2010,NBA,Los Angeles Clippers,False
2010,NBA,Los Angeles Lakers,True
2010,NBA,Memphis Grizzlies,False
2010,NBA,Miami Heat,True
2010,NBA,Milwaukee Bucks,True
2010,NBA,Minnesota Timberwolves,False
2010,NBA,New Jersey Nets,False
2010,NBA,New Orleans Hornets,False
2010,NBA,New York Knicks,False
2010,NBA,Oklahoma City Thunder,True
2010,NBA,Orlando Magic,True
2010,NBA,Philadelphia 76ers,False
2010,NBA,Phoenix Suns,True
2010,NBA,Portland Trail Blazers,True
2010,NBA,Sacramento Kings,False
2010,NBA,San Antonio Spurs,True
2010,NBA,Toronto Raptors,False
2010,NBA,Utah Jazz,True
2010,NBA,Washington Wizards,False
2010,NBA,League Average,False
2009,NBA,Atlanta Hawks,True
2009,NBA,Boston Celtics,True
2009,NBA,Charlotte Bobcats,False
2009,NBA,Chicago Bulls,True
2009,NBA,Cleveland Cavaliers,True
2009,NBA,Dallas Mavericks,True
2009,NBA,Denver Nuggets,True
2009,NBA,Detroit Pistons,True
2009,NBA,Golden State Warriors,False
2009,NBA,Houston Rockets,True
2009,NBA,Indiana Pacers,False
2009,NBA,Los Angeles Clippers,False
2009,NBA,Los Angeles Lakers,True
2009,NBA,Memphis Grizzlies,False
2009,NBA,Miami Heat,True
2009,NBA,Milwaukee Bucks,False
2009,NBA,Minnesota Timberwolves,False
2009,NBA,New Jersey Nets,False
2009,NBA,New Orleans Hornets,True
2009,NBA,New York Knicks,False
2009,NBA,Oklahoma City Thunder,False
2009,NBA,Orlando Magic,True
2009,NBA,Philadelphia 76ers,True
2009,NBA,Phoenix Suns,False
2009,NBA,Portland Trail Blazers,True
2009,NBA,Sacramento Kings,False
2009,NBA,San Antonio Spurs,True
2009,NBA,Toronto Raptors,False
2009,NBA,Utah Jazz,True
2009,NBA,Washington Wizards,False
2009,NBA,League Average,False
2008,NBA,Atlanta Hawks,True
2008,NBA,Boston Celtics,True
2008,NBA,Charlotte Bobcats,False
2008,NBA,Chicago Bulls,False
2008,NBA,Cleveland Cavaliers,True
2008,NBA,Dallas Mavericks,True
2008,NBA,Denver Nuggets,True
2008,NBA,Detroit Pistons,True
2008,NBA,Golden State Warriors,False
2008,NBA,Houston Rockets,True
2008,NBA,Indiana Pacers,False
2008,NBA,Los Angeles Clippers,False
2008,NBA,Los Angeles Lakers,True
2008,NBA,Memphis Grizzlies,False
2008,NBA,Miami Heat,False
2008,NBA,Milwaukee Bucks,False
2008,NBA,Minnesota Timberwolves,False
2008,NBA,New Jersey Nets,False
2008,NBA,New Orleans Hornets,True
2008,NBA,New York Knicks,False
2008,NBA,Orlando Magic,True
2008,NBA,Philadelphia 76ers,True
2008,NBA,Phoenix Suns,True
2008,NBA,Portland Trail Blazers,False
2008,NBA,Sacramento Kings,False
2008,NBA,San Antonio Spurs,True
2008,NBA,Seattle SuperSonics,False
2008,NBA,Toronto Raptors,True
2008,NBA,Utah Jazz,True
2008,NBA,Washington Wizards,True
2008,NBA,League Average,False
2007,NBA,Atlanta Hawks,False
2007,NBA,Boston Celtics,False
2007,NBA,Charlotte Bobcats,False
2007,NBA,Chicago Bulls,True
2007,NBA,Cleveland Cavaliers,True
2007,NBA,Dallas Mavericks,True
2007,NBA,Denver Nuggets,True
2007,NBA,Detroit Pistons,True
2007,NBA,Golden State Warriors,True
2007,NBA,Houston Rockets,True
2007,NBA,Indiana Pacers,False
2007,NBA,Los Angeles Clippers,False
2007,NBA,Los Angeles Lakers,True
2007,NBA,Memphis Grizzlies,False
2007,NBA,Miami Heat,True
2007,NBA,Milwaukee Bucks,False
2007,NBA,Minnesota Timberwolves,False
2007,NBA,New Jersey Nets,True
2007,NBA,New Orleans/Oklahoma City Hornets,False
2007,NBA,New York Knicks,False
2007,NBA,Orlando Magic,True
2007,NBA,Philadelphia 76ers,False
2007,NBA,Phoenix Suns,True
2007,NBA,Portland Trail Blazers,False
2007,NBA,Sacramento Kings,False
2007,NBA,San Antonio Spurs,True
2007,NBA,Seattle SuperSonics,False
2007,NBA,Toronto Raptors,True
2007,NBA,Utah Jazz,True
2007,NBA,Washington Wizards,True
2007,NBA,League Average,False
2006,NBA,Atlanta Hawks,False
2006,NBA,Boston Celtics,False
2006,NBA,Charlotte Bobcats,False
2006,NBA,Chicago Bulls,True
2006,NBA,Cleveland Cavaliers,True
2006,NBA,Dallas Mavericks,True
2006,NBA,Denver Nuggets,True
2006,NBA,Detroit Pistons,True
2006,NBA,Golden State Warriors,False
2006,NBA,Houston Rockets,False
2006,NBA,Indiana Pacers,True
2006,NBA,Los Angeles Clippers,True
2006,NBA,Los Angeles Lakers,True
2006,NBA,Memphis Grizzlies,True
2006,NBA,Miami Heat,True
2006,NBA,Milwaukee Bucks,True
2006,NBA,Minnesota Timberwolves,False
2006,NBA,New Jersey Nets,True
2006,NBA,New Orleans/Oklahoma City Hornets,False
2006,NBA,New York Knicks,False
2006,NBA,Orlando Magic,False
2006,NBA,Philadelphia 76ers,False
2006,NBA,Phoenix Suns,True
2006,NBA,Portland Trail Blazers,False
2006,NBA,Sacramento Kings,True
2006,NBA,San Antonio Spurs,True
2006,NBA,Seattle SuperSonics,False
2006,NBA,Toronto Raptors,False
2006,NBA,Utah Jazz,False
2006,NBA,Washington Wizards,True
2006,NBA,League Average,False
2005,NBA,Atlanta Hawks,False
2005,NBA,Boston Celtics,True
2005,NBA,Charlotte Bobcats,False
2005,NBA,Chicago Bulls,True
2005,NBA,Cleveland Cavaliers,False
2005,NBA,Dallas Mavericks,True
2005,NBA,Denver Nuggets,True
2005,NBA,Detroit Pistons,True
2005,NBA,Golden State Warriors,False
2005,NBA,Houston Rockets,True
2005,NBA,Indiana Pacers,True
2005,NBA,Los Angeles Clippers,False
2005,NBA,Los Angeles Lakers,False
2005,NBA,Memphis Grizzlies,True
2005,NBA,Miami Heat,True
2005,NBA,Milwaukee Bucks,False
2005,NBA,Minnesota Timberwolves,False
2005,NBA,New Jersey Nets,True
2005,NBA,New Orleans Hornets,False
2005,NBA,New York Knicks,False
2005,NBA,Orlando Magic,False
2005,NBA,Philadelphia 76ers,True
2005,NBA,Phoenix Suns,True
2005,NBA,Portland Trail Blazers,False
2005,NBA,Sacramento Kings,True
2005,NBA,San Antonio Spurs,True
2005,NBA,Seattle SuperSonics,True
2005,NBA,Toronto Raptors,False
2005,NBA,Utah Jazz,False
2005,NBA,Washington Wizards,True
2005,NBA,League Average,False
2004,NBA,Atlanta Hawks,False
2004,NBA,Boston Celtics,True
2004,NBA,Chicago Bulls,False
2004,NBA,Cleveland Cavaliers,False
2004,NBA,Dallas Mavericks,True
2004,NBA,Denver Nuggets,True
2004,NBA,Detroit Pistons,True
2004,NBA,Golden State Warriors,False
2004,NBA,Houston Rockets,True
2004,NBA,Indiana Pacers,True
2004,NBA,Los Angeles Clippers,False
2004,NBA,Los Angeles Lakers,True
2004,NBA,Memphis Grizzlies,True
2004,NBA,Miami Heat,True
2004,NBA,Milwaukee Bucks,True
2004,NBA,Minnesota Timberwolves,True
2004,NBA,New Jersey Nets,True
2004,NBA,New Orleans Hornets,True
2004,NBA,New York Knicks,True
2004,NBA,Orlando Magic,False
2004,NBA,Philadelphia 76ers,False
2004,NBA,Phoenix Suns,False
2004,NBA,Portland Trail Blazers,False
2004,NBA,Sacramento Kings,True
2004,NBA,San Antonio Spurs,True
2004,NBA,Seattle SuperSonics,False
2004,NBA,Toronto Raptors,False
2004,NBA,Utah Jazz,False
2004,NBA,Washington Wizards,False
2004,NBA,League Average,False
2003,NBA,Atlanta Hawks,False
2003,NBA,Boston Celtics,True
2003,NBA,Chicago Bulls,False
2003,NBA,Cleveland Cavaliers,False
2003,NBA,Dallas Mavericks,True
2003,NBA,Denver Nuggets,False
2003,NBA,Detroit Pistons,True
2003,NBA,Golden State Warriors,False
2003,NBA,Houston Rockets,False
2003,NBA,Indiana Pacers,True
2003,NBA,Los Angeles Clippers,False
2003,NBA,Los Angeles Lakers,True
2003,NBA,Memphis Grizzlies,False
2003,NBA,Miami Heat,False
2003,NBA,Milwaukee Bucks,True
2003,NBA,Minnesota Timberwolves,True
2003,NBA,New Jersey Nets,True
2003,NBA,New Orleans Hornets,True
2003,NBA,New York Knicks,False
2003,NBA,Orlando Magic,True
2003,NBA,Philadelphia 76ers,True
2003,NBA,Phoenix Suns,True
2003,NBA,Portland Trail Blazers,True
2003,NBA,Sacramento Kings,True
2003,NBA,San Antonio Spurs,True
2003,NBA,Seattle SuperSonics,False
2003,NBA,Toronto Raptors,False
2003,NBA,Utah Jazz,True
2003,NBA,Washington Wizards,False
2003,NBA,League Average,False
2002,NBA,Atlanta Hawks,False
2002,NBA,Boston Celtics,True
2002,NBA,Charlotte Hornets,True
2002,NBA,Chicago Bulls,False
2002,NBA,Cleveland Cavaliers,False
2002,NBA,Dallas Mavericks,True
2002,NBA,Denver Nuggets,False
2002,NBA,Detroit Pistons,True
2002,NBA,Golden State Warriors,False
2002,NBA,Houston Rockets,False
2002,NBA,Indiana Pacers,True
2002,NBA,Los Angeles Clippers,False
2002,NBA,Los Angeles Lakers,True
2002,NBA,Memphis Grizzlies,False
2002,NBA,Miami Heat,False
2002,NBA,Milwaukee Bucks,False
